# Time-averaged data for fix 1
# TimeStep Number-of-rows
# Row c_RDF[1] c_RDF[2] c_RDF[3]
1000 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0.0133448 0.00166016
18 0.875 0.186891 0.0262695
19 0.925 0.68319 0.119434
20 0.975 1.11496 0.302637
21 1.025 1.28324 0.549219
22 1.075 1.30166 0.822461
23 1.125 1.29266 1.11191
24 1.175 1.22749 1.41895
25 1.225 1.16397 1.7292
26 1.275 1.14925 2.05479
27 1.325 1.06975 2.38193
28 1.375 1.03924 2.72187
29 1.425 0.990753 3.07109
30 1.475 0.991376 3.4418
31 1.525 0.967378 3.82617
32 1.575 0.95387 4.22998
33 1.625 0.979981 4.67168
34 1.675 0.955645 5.13027
35 1.725 0.959945 5.61797
36 1.775 0.939544 6.12197
37 1.825 0.924879 6.65352
38 1.875 0.95853 7.22949
39 1.925 0.983987 7.85381
40 1.975 0.959741 8.50898
41 2.025 0.974558 9.1959
42 2.075 0.986843 9.93174
43 2.125 0.997947 10.7021
44 2.175 0.999037 11.5122
45 2.225 0.998687 12.3545
46 2.275 0.98869 13.239
47 2.325 1.00894 14.1702
48 2.375 1.00073 15.1303
49 2.425 0.998353 16.1344
50 2.475 1.00174 17.1848
2000 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0.0720675 0.0212891
19 0.925 0.529045 0.200977
20 0.975 1.29957 0.69834
21 1.025 1.76947 1.44814
22 1.075 1.87692 2.3209
23 1.125 1.69587 3.18672
24 1.175 1.56182 4.05156
25 1.225 1.34696 4.86445
26 1.275 1.20566 5.64941
27 1.325 1.09417 6.41797
28 1.375 1.00104 7.17334
29 1.425 0.945004 7.93857
30 1.475 0.890145 8.70908
31 1.525 0.86774 9.5125
32 1.575 0.833611 10.3375
33 1.625 0.843099 11.2261
34 1.675 0.844142 12.1718
35 1.725 0.868994 13.2033
36 1.775 0.914614 14.3565
37 1.825 0.93419 15.6018
38 1.875 0.977757 16.9786
39 1.925 1.01188 18.4826
40 1.975 1.04439 20.1194
41 2.025 1.06633 21.8746
42 2.075 1.07162 23.726
43 2.125 1.08007 25.6841
44 2.175 1.0691 27.7112
45 2.225 1.04797 29.7895
46 2.275 1.03402 31.9343
47 2.325 1.00588 34.1137
48 2.375 1.00721 36.3863
49 2.425 0.98713 38.7086
50 2.475 0.979976 41.1049
3000 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0.000326916 9.76563e-05
18 0.875 0.0510956 0.0173828
19 0.925 0.536328 0.220215
20 0.975 1.37361 0.798047
21 1.025 1.90054 1.68174
22 1.075 1.95345 2.68076
23 1.125 1.81724 3.69844
24 1.175 1.5548 4.64834
25 1.225 1.38577 5.56846
26 1.275 1.17695 6.41543
27 1.325 1.06393 7.2417
28 1.375 0.999361 8.07754
29 1.425 0.903219 8.88896
