# Time-averaged data for fix 1
# TimeStep Number-of-rows
# Row c_RDF[1] c_RDF[2] c_RDF[3]
1000 50
1 0.055 0 0
2 0.165 0 0
3 0.275 0 0
4 0.385 0 0
5 0.495 0 0
6 0.605 0 0
7 0.715 0 0
8 0.825 0.018502 0.00585938
9 0.935 0.685112 0.316406
10 1.045 1.39261 1.154
11 1.155 1.35356 2.12383
12 1.265 1.14942 3.09619
13 1.375 1.03087 4.09912
14 1.485 0.941042 5.14346
15 1.595 0.926064 6.32393
16 1.705 0.893575 7.64229
17 1.815 0.931012 9.19199
18 1.925 0.973457 11.0266
19 2.035 1.0111 13.1686
20 2.145 1.02611 15.5655
21 2.255 1.01979 18.1839
22 2.365 1.0006 20.9964
23 2.475 1.00158 24.0746
24 2.585 0.985691 27.3839
25 2.695 0.996788 30.9888
26 2.805 0.985212 34.8874
27 2.915 0.995147 39.1277
28 3.025 0.998326 43.7234
29 3.135 1.00304 48.6712
30 3.245 1.00889 54.0039
31 3.355 1.00023 59.6444
32 3.465 1.0044 65.7195
33 3.575 0.991823 72.0621
34 3.685 0.992936 78.8625
35 3.795 0.993931 86.0749
36 3.905 1.00105 93.7193
37 4.015 0.997389 101.789
38 4.125 0.999812 110.318
39 4.235 1.00002 119.311
40 4.345 1.00265 128.816
41 4.455 0.998064 138.752
42 4.565 1.0032 149.219
43 4.675 1.001 160.185
44 4.785 1.00019 171.68
45 4.895 1.00584 183.721
46 5.005 1.00062 196.301
47 5.115 0.99532 209.374
48 5.225 1.00024 223.095
49 5.335 0.998881 237.377
50 5.445 0.996868 252.22
2000 50
1 0.055 0 0
2 0.165 0 0
3 0.275 0 0
4 0.385 0 0
5 0.495 0 0
6 0.605 0 0
7 0.715 0 0
8 0.825 0.00228703 0.0015625
9 0.935 0.679495 0.650781
10 1.045 2.19745 3.30059
11 1.155 1.78595 5.92539
12 1.265 1.20053 8.0291
13 1.375 0.87883 9.84189
14 1.485 0.748121 11.6394
15 1.595 0.747735 13.7138
16 1.705 0.812505 16.3011
17 1.815 0.950059 19.7376
18 1.925 1.08782 24.1712
19 2.035 1.1627 29.4702
20 2.145 1.11949 35.1263
21 2.255 1.04069 40.9247
22 2.365 0.962592 46.8196
23 2.475 0.93423 53.078
24 2.585 0.93076 59.8845
25 2.695 0.961281 67.5394
26 2.805 1.0002 76.1796
27 2.915 1.03947 85.8802
28 3.025 1.04586 96.3849
29 3.135 1.02315 107.415
30 3.245 1.00376 119.001
31 3.355 0.984637 131.141
32 3.465 0.978923 144.016
33 3.575 0.983014 157.786
34 3.685 0.990969 172.543
35 3.795 1.0072 188.451
36 3.905 1.01489 205.431
37 4.015 1.01543 223.389
38 4.125 1.00114 242.071
39 4.235 1.00072 261.744
40 4.345 0.994569 282.318
41 4.455 0.992356 303.91
42 4.565 0.997116 326.69
43 4.675 0.997471 350.589
44 4.785 1.00277 375.769
45 4.895 1.00861 402.271
46 5.005 1.00222 429.805
47 5.115 1.00346 458.594
48 5.225 0.997116 488.435
49 5.335 0.998286 519.582
50 5.445 0.999559 552.071
3000 50
1 0.055 0 0
2 0.165 0 0
3 0.275 0 0
4 0.385 0 0
5 0.495 0 0
6 0.605 0 0
7 0.715 0 0
8 0.825 0.000722342 0.000585937
9 0.935 0.632377 0.661719
10 1.045 2.42304 3.82646
11 1.155 1.9011 6.85889
12 1.265 1.14736 9.05352
13 1.375 0.796891 10.854
14 1.485 0.67231 12.6257
15 1.595 0.674265 14.6755
16 1.705 0.7983 17.4487
17 1.815 0.982349 21.3159
18 1.925 1.14601 26.3915
19 2.035 1.2233 32.446
20 2.145 1.15537 38.7984
21 2.255 1.02197 45.008
22 2.365 0.917723 51.1409
23 2.475 0.884272 57.6126
24 2.585 0.906713 64.8518
25 2.695 0.970302 73.2719
26 2.805 1.03539 83.0059
27 2.915 1.06403 93.8096
28 3.025 1.0633 105.436
29 3.135 1.02537 117.477
30 3.245 0.992917 129.968
31 3.355 0.964985 142.945
32 3.465 0.957016 156.673
33 3.575 0.977512 171.599
34 3.685 1.00479 187.901
35 3.795 1.01939 205.443
36 3.905 1.02805 224.173
37 4.015 1.01309 243.686
38 4.125 1.00411 264.099
39 4.235 0.991638 285.348
40 4.345 0.984075 307.543
41 4.455 0.987433 330.957
42 4.565 0.99397 355.704
43 4.675 1.00975 382.07
44 4.785 1.00928 409.68
45 4.895 1.00968 438.585
46 5.005 1.00072 468.535
47 5.115 0.999682 499.783
48 5.225 0.995982 532.269
49 5.335 0.992125 566.005
