# Time-averaged data for fix 1
# TimeStep Number-of-rows
# Row c_RDF[1] c_RDF[2] c_RDF[3]
21000 50
1 0.055 0 0
2 0.165 0 0
3 0.275 0 0
4 0.385 0 0
5 0.495 0 0
6 0.605 0 0
7 0.715 0 0
8 0.825 0.000604795 0.000488281
9 0.935 0.637378 0.66123
10 1.045 2.40387 3.77334
11 1.155 1.86819 6.72744
12 1.265 1.16906 8.94463
13 1.375 0.810142 10.7598
14 1.485 0.677092 12.5291
15 1.595 0.686218 14.5977
16 1.705 0.793838 17.3319
17 1.815 0.979918 21.1565
18 1.925 1.13495 26.1393
19 2.035 1.22077 32.1286
20 2.145 1.14379 38.3632
21 2.255 1.02285 44.5249
22 2.365 0.935088 50.7208
23 2.475 0.888295 57.1668
24 2.585 0.91259 64.3907
25 2.695 0.962014 72.6677
26 2.805 1.02624 82.2326
27 2.915 1.06536 92.9562
28 3.025 1.05928 104.438
29 3.135 1.03131 116.445
30 3.245 0.991389 128.811
31 3.355 0.96408 141.665
32 3.465 0.964114 155.376
33 3.575 0.981419 170.234
34 3.685 1.00025 186.323
35 3.795 1.01456 203.631
36 3.905 1.02483 222.142
37 4.015 1.01698 241.561
38 4.125 1.004 261.797
39 4.235 0.992918 282.89
40 4.345 0.983363 304.881
41 4.455 0.989025 328.131
42 4.565 0.995414 352.702
43 4.675 1.01033 378.857
44 4.785 1.00703 406.168
45 4.895 1.00558 434.708
46 5.005 1.00549 464.542
47 5.115 0.997303 495.449
48 5.225 0.996699 527.679
49 5.335 0.997325 561.301
50 5.445 0.995385 596.257
22000 50
1 0.055 0 0
2 0.165 0 0
3 0.275 0 0
4 0.385 0 0
5 0.495 0 0
6 0.605 0 0
7 0.715 0 0
8 0.825 0.000483836 0.000390625
9 0.935 0.620892 0.644043
10 1.045 2.4105 3.76475
11 1.155 1.89827 6.76641
12 1.265 1.14476 8.9375
13 1.375 0.80696 10.7455
14 1.485 0.681016 12.5251
15 1.595 0.685149 14.5904
16 1.705 0.79398 17.3252
17 1.815 0.979918 21.1498
18 1.925 1.1428 26.167
19 2.035 1.21044 32.1057
20 2.145 1.15783 38.4168
21 2.255 1.0191 44.556
22 2.365 0.924226 50.6799
23 2.475 0.893678 57.1649
24 2.585 0.908617 64.3574
25 2.695 0.967712 72.6834
26 2.805 1.02935 82.2773
27 2.915 1.06173 92.9643
28 3.025 1.05721 104.424
29 3.135 1.03203 116.439
30 3.245 0.992337 128.817
31 3.355 0.965406 141.689
32 3.465 0.964293 155.403
33 3.575 0.976788 170.19
34 3.685 1.00147 186.299
35 3.795 1.01664 203.642
36 3.905 1.02644 222.182
37 4.015 1.01612 241.585
38 4.125 1.00083 261.757
39 4.235 0.991548 282.821
40 4.345 0.985202 304.853
41 4.455 0.990898 328.147
42 4.565 0.997021 352.758
43 4.675 1.0057 378.793
44 4.785 1.00715 406.107
45 4.895 1.00937 434.755
46 5.005 1.00494 464.573
47 5.115 0.996172 495.444
48 5.225 0.996262 527.66
49 5.335 0.994828 561.198
50 5.445 0.998269 596.255
23000 50
1 0.055 0 0
2 0.165 0 0
3 0.275 0 0
4 0.385 0 0
5 0.495 0 0
6 0.605 0 0
7 0.715 0 0
8 0.825 0.000846713 0.000683594
9 0.935 0.629842 0.653613
10 1.045 2.39489 3.7541
11 1.155 1.89444 6.74971
12 1.265 1.16324 8.95586
13 1.375 0.795977 10.7393
14 1.485 0.683258 12.5247
15 1.595 0.690041 14.6048
16 1.705 0.800331 17.3614
17 1.815 0.971461 21.153
18 1.925 1.14273 26.1699
19 2.035 1.20895 32.1013
20 2.145 1.14565 38.346
21 2.255 1.02907 44.5452
22 2.365 0.928309 50.6962
23 2.475 0.889479 57.1508
24 2.585 0.916648 64.4068
25 2.695 0.967394 72.7301
26 2.805 1.02547 82.2878
27 2.915 1.06311 92.9887
28 3.025 1.05522 104.427
29 3.135 1.02679 116.381
30 3.245 0.989111 128.718
31 3.355 0.972972 141.691
32 3.465 0.963393 155.392
33 3.575 0.981748 170.255
34 3.685 1.00042 186.347
35 3.795 1.01459 203.655
36 3.905 1.02092 222.096
37 4.015 1.01753 241.525
38 4.125 1.00555 261.792
39 4.235 0.990601 282.836
40 4.345 0.987661 304.923
41 4.455 0.990715 328.213
42 4.565 0.995885 352.795
43 4.675 1.00534 378.821
44 4.785 1.00774 406.152
45 4.895 1.00644 434.716
46 5.005 1.00316 464.481
47 5.115 0.997174 495.383
48 5.225 0.998083 527.658
49 5.335 0.999938 561.369
50 5.445 0.997999 596.416
