DONE: sourced file /scic/app/cpu/gaussian/16c-legacy/g16/bsd/g16.profile
LAMMPS (2 Apr 2025)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:99)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (42.08 42.08 42.08)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  2048 atoms
  read_data CPU = 0.039 seconds
2048 atoms in group Ar
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7.3
  ghost atom cutoff = 7.3
  binsize = 3.65, bins = 12 12 12
  2 neighbor lists, perpetual/occasional/extra = 1 1 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
  (2) compute rdf, occasional, copy from (1)
      attributes: half, newton on
      pair build: copy
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : lj
  Current step  : 0
  Time step     : 0.005
Per MPI rank memory allocation (min/avg/max) = 3.186 | 3.186 | 3.186 Mbytes
   Step          Temp          Press          Volume         TotEng    
         0   1.5            0.040642023    74512.167      2.2386013    
       100   2.9641193      0.25081168     26809.864      4.1916244    
       200   4.1305833      0.59199377     15261.776      5.4955485    
       300   4.5880116      1.0573786      10310.79       5.8619421    
       400   4.587825       1.5751974      7686.0933      5.5336349    
       500   4.3406294      2.050576       6110.3349      4.8157051    
       600   4.0072528      2.5429176      5076.3574      3.9099709    
       700   3.6771258      2.8577704      4372.9351      2.9984809    
       800   3.3569776      3.1683721      3863.6834      2.1220255    
       900   3.0379363      3.6075399      3495.1229      1.3057521    
      1000   2.7160841      4.1881904      3221.2894      0.5618801    
      1100   2.5418784      4.1817506      3011.2866     -0.10253247   
      1200   2.3235911      4.3906704      2853.9985     -0.70800161   
      1300   2.0896132      4.6655489      2735.7928     -1.2405387    
      1400   1.9588972      4.725991       2635.0562     -1.6926858    
      1500   1.8261321      4.7410299      2560.3557     -2.0881292    
      1600   1.7150571      4.839331       2499.3495     -2.4243856    
      1700   1.6350439      4.6265528      2458.1249     -2.7213295    
      1800   1.5341634      4.9994017      2412.8336     -2.9424415    
      1900   1.5253086      4.7930342      2380.028      -3.1209806    
      2000   1.4066979      5.0618082      2362.8539     -3.2761151    
      2100   1.4328764      5.000399       2339.4816     -3.3545434    
      2200   1.4163157      4.8811004      2335.3166     -3.4187481    
      2300   1.3787415      5.1472763      2333.0992     -3.422994     
      2400   1.421899       5.1873434      2332.6726     -3.3576602    
      2500   1.4426217      5.0146681      2352.2307     -3.2904621    
      2600   1.4777813      5.0870136      2362.3146     -3.1707933    
      2700   1.4866294      5.0200257      2385.855      -3.0862381    
      2800   1.5567961      4.9442169      2396.6919     -2.9806715    
      2900   1.5854327      4.9825516      2404.4246     -2.9019976    
      3000   1.5774054      5.1522665      2405.6332     -2.868391     
      3100   1.5724648      4.962144       2411.838      -2.9016189    
      3200   1.5683179      4.8047849      2406.1502     -2.9540192    
      3300   1.483858       4.7675971      2408.2042     -3.0661018    
      3400   1.5224374      4.9649801      2377.4771     -3.1002053    
      3500   1.4848378      5.0672016      2364.3036     -3.169464     
      3600   1.4502184      5.0612772      2359.5626     -3.2378421    
      3700   1.4340101      5.0870638      2354.4002     -3.2670644    
      3800   1.4549112      5.1331659      2350.9002     -3.2533986    
      3900   1.4477284      5.1195599      2359.2861     -3.2297707    
      4000   1.4582778      5.044816       2370.3203     -3.1841418    
      4100   1.4982473      4.940496       2378.4173     -3.119887     
      4200   1.4917147      4.9484299      2392.6817     -3.0736325    
      4300   1.5395576      4.8694119      2397.6839     -3.0225772    
      4400   1.5575169      5.1457475      2389.2171     -2.9677545    
      4500   1.5562802      5.0418597      2393.623      -2.9806536    
      4600   1.5388282      5.2284807      2383.9146     -2.9913434    
      4700   1.4948201      4.9802167      2390.3396     -3.069995     
      4800   1.511005       4.7898478      2382.3774     -3.1237301    
      4900   1.4743534      4.7971872      2380.0999     -3.1944988    
      5000   1.4622326      5.0241564      2365.8889     -3.2064106    
      5100   1.4525599      4.9851535      2365.6516     -3.2271889    
      5200   1.474505       5.0307442      2359.515      -3.2134287    
      5300   1.4915571      5.1179852      2356.5726     -3.1879078    
      5400   1.4993554      5.2116258      2356.7329     -3.1455549    
      5500   1.5188705      5.135356       2366.0177     -3.1081865    
      5600   1.480431       4.8404461      2395.3389     -3.1107657    
      5700   1.5347872      4.8242055      2394.3781     -3.0395955    
      5800   1.5389923      4.670894       2405.6038     -3.0273961    
      5900   1.5718995      4.6966718      2400.3872     -2.9986918    
      6000   1.5055808      5.1696857      2396.3633     -3.0075256    
      6100   1.5116909      5.2423729      2386.6711     -3.0250435    
      6200   1.5034973      5.4539802      2373.1383     -3.0392857    
      6300   1.4920172      5.5605932      2362.3989     -3.0646353    
      6400   1.5174509      5.1994736      2358.6608     -3.1105255    
      6500   1.479619       5.0488806      2364.6089     -3.1744773    
      6600   1.517965       5.1498958      2349.4834     -3.1678612    
      6700   1.4326497      4.9909397      2369.7141     -3.2319412    
      6800   1.4979759      4.7056481      2368.7489     -3.2127457    
