DONE: sourced file /scic/app/cpu/gaussian/16c-legacy/g16/bsd/g16.profile
LAMMPS (2 Apr 2025)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:99)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (42.08 42.08 42.08)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  2048 atoms
  read_data CPU = 0.024 seconds
2048 atoms in group Ar
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 4.3
  ghost atom cutoff = 4.3
  binsize = 2.15, bins = 20 20 20
  2 neighbor lists, perpetual/occasional/extra = 1 1 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
  (2) compute rdf, occasional, copy from (1)
      attributes: half, newton on
      pair build: copy
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : lj
  Current step  : 0
  Time step     : 0.005
Per MPI rank memory allocation (min/avg/max) = 3.169 | 3.169 | 3.169 Mbytes
   Step          Temp          Press          Volume         TotEng    
     11200   1.5081678      4.8822965      2393.7264     -3.0095999    
     11300   1.4962993      5.0130586      2393.0713     -3.0028692    
     11400   1.4998277      5.2045109      2385.9512     -2.9747763    
     11500   1.4872265      4.905369       2402.971      -3.0079843    
     11600   1.4871176      4.9557693      2398.2856     -2.9930585    
     11700   1.5189608      4.979211       2391.0537     -2.9787679    
     11800   1.5203402      4.9308908      2391.11       -2.9915244    
     11900   1.5082482      5.2067823      2381.7577     -2.9855963    
     12000   1.4816786      5.2242535      2383.8683     -3.0128053    
     12100   1.5203067      5.1127642      2375.8783     -3.0059242    
     12200   1.4449361      4.9712042      2397.3007     -3.0695405    
     12300   1.4469511      4.6702777      2406.3033     -3.0937204    
     12400   1.4914714      4.8993924      2391.0005     -3.0465841    
     12500   1.536279       5.2565182      2371.9366     -2.9760521    
     12600   1.5335197      4.9418852      2385.1641     -2.9873257    
     12700   1.5346848      4.918757       2390.6967     -2.9836006    
     12800   1.492562       4.9986742      2398.508      -2.9882077    
     12900   1.5063318      4.9708937      2399.8593     -2.9704526    
     13000   1.4972126      5.0006962      2403.5775     -2.9653259    
     13100   1.513468       4.9520737      2402.1606     -2.9605104    
     13200   1.5190892      5.0930949      2394.1005     -2.9490051    
