# Time-averaged data for fix 1
# TimeStep Number-of-rows
# Row c_RDF[1] c_RDF[2] c_RDF[3] c_RDF[4] c_RDF[5] c_RDF[6] c_RDF[7]
50100 20
12 2.76 3.83659 1.4625 2.5395 1.74375 0.0395253 6.00625
13 3 1.67734 2.05 3.8727 4.6375 0.0418219 6.06875
14 3.24 0.61198 2.3 1.42716 5.88125 0.394441 6.75625
15 3.48 0.159154 2.375 0.118122 6 1.32732 9.425
16 3.72 0 2.375 0.152345 6.175 1.32758 12.475
17 3.96 0 2.375 1.43567 8.04375 0.532975 13.8625
18 4.2 0 2.375 1.75015 10.6062 0.63176 15.7125
19 4.44 0.0325953 2.4 0.683736 11.725 1.98818 22.2188
20 4.68 0.601441 2.9125 0.481336 12.6 2.68517 31.9812
59300 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 0.835645 0.45
9 2.04 0 0 0 0 4.98044 3.89375
10 2.28 0 0 0 0 1.96145 5.5875
11 2.52 1.61814 0.4 0.367401 0.19375 0.367401 5.975
12 2.76 4.2582 1.6625 2.3814 1.7 0.0197627 6
13 3 0.999264 2.0125 3.85598 4.58125 0.0585506 6.0875
14 3.24 0.764976 2.325 1.44867 5.84375 0.458985 6.8875
15 3.48 0.106102 2.375 0.14299 5.9875 1.27136 9.44375
16 3.72 0 2.375 0.0761726 6.075 1.33574 12.5125
17 3.96 0 2.375 1.40686 7.90625 0.496963 13.8063
18 4.2 0 2.375 1.83552 10.5938 0.640298 15.6813
19 4.44 0.0325953 2.4 0.79069 11.8875 1.99391 22.2063
20 4.68 0.484087 2.8125 0.429764 12.6687 2.5614 31.5188
59400 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.11419 0.6
9 2.04 0 0 0 0 5.10699 4.13125
10 2.28 0.123525 0.025 0 0 1.7805 5.66875
11 2.52 1.76984 0.4625 0.343697 0.18125 0.248884 5.93125
12 2.76 3.20419 1.4125 2.48022 1.75 0.0345847 5.975
13 3 1.7844 2.0375 3.7556 4.55625 0.0585506 6.0625
14 3.24 0.642579 2.3 1.40564 5.78125 0.387269 6.7375
15 3.48 0.106102 2.35 0.211376 5.99375 1.42679 9.60625
16 3.72 0.046429 2.375 0.184991 6.20625 1.18612 12.3313
17 3.96 0 2.375 1.44047 8.08125 0.597797 13.8875
18 4.2 0 2.375 1.69465 10.5625 0.636029 15.75
19 4.44 0.0651905 2.425 0.832707 11.925 1.90606 21.9875
20 4.68 0.484087 2.8375 0.522594 12.875 2.61984 31.5125
59500 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.1258 0.60625
9 2.04 0 0 0 0 4.93525 4.01875
10 2.28 0.0617626 0.0125 0 0 1.76602 5.54375
11 2.52 1.21361 0.3125 0.557027 0.29375 0.402955 5.96875
12 2.76 3.16203 1.25 2.54938 1.90625 0.0247033 6
13 3 1.4989 1.775 3.57995 4.58125 0.0250931 6.0375
14 3.24 1.22396 2.275 1.4415 5.8375 0.469743 6.85625
15 3.48 0.185679 2.3625 0.149207 5.9875 1.24339 9.35625
16 3.72 0.0232145 2.375 0.146904 6.15625 1.28677 12.3125
17 3.96 0 2.375 1.45968 8.05625 0.559384 13.7688
18 4.2 0 2.375 1.86967 10.7937 0.597611 15.5188
19 4.44 0.0162976 2.3875 0.637899 11.8375 2.13333 22.5
20 4.68 0.484087 2.8 0.446955 12.65 2.50467 31.6062
59600 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.20704 0.65
9 2.04 0 0 0 0 4.89005 4.03125
10 2.28 0.0617626 0.0125 0 0 1.8963 5.66875
11 2.52 1.21361 0.3125 0.343697 0.18125 0.260736 5.94375
12 2.76 3.24635 1.275 2.48022 1.75 0.044466 6
13 3 1.28477 1.725 4.03999 4.76875 0.0292753 6.04375
14 3.24 0.887372 2.0875 1.32675 5.925 0.426713 6.7875
15 3.48 0.557038 2.35 0.0746033 6 1.31488 9.43125
16 3.72 0.046429 2.375 0.233959 6.26875 1.35478 12.5437
17 3.96 0 2.375 1.33484 8.00625 0.508967 13.8688
18 4.2 0 2.375 1.77149 10.6 0.623223 15.6937
19 4.44 0.0325953 2.4 0.756312 11.8375 2.00155 22.2437
20 4.68 0.557433 2.875 0.591356 12.9125 2.60609 31.7188
59700 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.11419 0.6
9 2.04 0 0 0 0 4.95333 4.025
10 2.28 0 0 0 0 1.7805 5.5625
11 2.52 1.71928 0.425 0.331846 0.175 0.391104 5.975
12 2.76 3.16203 1.3625 2.3814 1.68125 0.0197627 6
13 3 1.64165 1.9375 3.84761 4.55625 0 6
14 3.24 0.917971 2.3125 1.44867 5.81875 0.441056 6.76875
15 3.48 0.132628 2.375 0.186508 6.00625 1.39259 9.56875
16 3.72 0 2.375 0.157786 6.1875 1.36839 12.7125
17 3.96 0 2.375 1.33004 7.91875 0.45615 13.9
18 4.2 0 2.375 1.97212 10.8063 0.563462 15.55
19 4.44 0.0651905 2.425 0.607341 11.8 1.94617 21.9187
20 4.68 0.513425 2.8625 0.440079 12.6 2.59922 31.3687
59800 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.09098 0.5875
9 2.04 0 0 0 0 4.98948 4.0375
10 2.28 0 0 0.0144756 0.00625 1.80945 5.6
11 2.52 1.31474 0.325 0.296291 0.1625 0.355549 5.975
12 2.76 3.45715 1.35 2.47033 1.725 0.0395253 6.025
13 3 1.82009 1.9875 3.97308 4.69375 0.0209109 6.05625
14 3.24 0.764976 2.3 1.2909 5.81875 0.405198 6.7625
15 3.48 0.159154 2.375 0.180291 6 1.33043 9.4375
16 3.72 0 2.375 0.190432 6.21875 1.25413 12.3187
17 3.96 0 2.375 1.35405 7.98125 0.566586 13.7937
18 4.2 0 2.375 1.80137 10.6188 0.63176 15.6438
19 4.44 0.0651905 2.425 0.741033 11.8313 1.96526 22.075
20 4.68 0.513425 2.8625 0.47446 12.6937 2.64563 31.6938
59900 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.39274 0.75
9 2.04 0 0 0 0 4.81774 4.08125
10 2.28 0.0617626 0.0125 0 0 1.70812 5.55625
11 2.52 1.41588 0.3625 0.379252 0.2 0.373326 5.95
12 2.76 3.33067 1.35 2.8063 1.975 0.0345847 5.99375
13 3 1.89146 2.0125 3.48794 4.58125 0.046004 6.0625
14 3.24 0.703778 2.3 1.44867 5.84375 0.376511 6.71875
15 3.48 0.159154 2.375 0.155424 6 1.39259 9.51875
16 3.72 0 2.375 0.244841 6.28125 1.28133 12.4625
17 3.96 0 2.375 1.30603 7.98125 0.528174 13.8375
18 4.2 0 2.375 1.89528 10.7562 0.640298 15.7125
19 4.44 0.0325953 2.4 0.695196 11.8938 2.0493 22.4187
20 4.68 0.484087 2.8125 0.457269 12.725 2.55796 31.7188
60000 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 0.905282 0.4875
9 2.04 0 0 0 0 4.83582 3.83125
10 2.28 0.123525 0.025 0.0144756 0.00625 2.00487 5.5625
11 2.52 1.06191 0.2875 0.379252 0.20625 0.385178 5.96875
12 2.76 4.30036 1.5625 2.43081 1.74375 0.0494067 6.03125
13 3 1.60596 2.125 3.7807 4.56875 0.0501862 6.10625
14 3.24 0.428386 2.3 1.41281 5.8 0.476914 6.9375
15 3.48 0.0795769 2.3375 0.180291 5.98125 1.2092 9.36875
16 3.72 0.0696435 2.375 0.130582 6.13125 1.32758 12.4187
17 3.96 0 2.375 1.28682 7.80625 0.532975 13.8063
18 4.2 0.0182129 2.3875 1.96785 10.6875 0.629626 15.65
19 4.44 0.0325953 2.4125 0.767771 11.9437 2.02065 22.2625
20 4.68 0.850819 3.1375 0.526032 12.9 2.53733 31.4875
60100 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 0.905282 0.4875
9 2.04 0 0 0 0 4.98948 3.9375
10 2.28 0 0 0.0144756 0.00625 1.8384 5.525
11 2.52 1.66871 0.4125 0.426659 0.23125 0.373326 5.91875
12 2.76 4.21604 1.6625 2.39128 1.74375 0.0642287 6
13 3 0.963576 2 3.52976 4.38125 0.0836437 6.125
14 3.24 0.397787 2.1625 1.48453 5.675 0.4805 6.9625
15 3.48 0.397884 2.35 0.335715 6.0125 1.25893 9.49375
16 3.72 0.046429 2.375 0.190432 6.23125 1.19428 12.2375
17 3.96 0 2.375 1.34444 7.98125 0.631408 13.8812
18 4.2 0 2.375 1.76295 10.5625 0.708596 15.9563
19 4.44 0.0977858 2.45 0.771591 11.825 2.01301 22.5437
20 4.68 0.557433 2.925 0.649804 13.0062 2.39293 31.2437
60200 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.07938 0.58125
9 2.04 0 0 0 0 4.86294 3.94375
10 2.28 0.123525 0.025 0 0 1.88183 5.56875
11 2.52 1.97211 0.5125 0.616285 0.325 0.343697 5.93125
12 2.76 2.8669 1.3625 2.65808 2.00625 0.059288 6.00625
13 3 1.24908 1.8 3.51304 4.63125 0.0836437 6.13125
14 3.24 1.13216 2.2625 1.35544 5.8125 0.408784 6.84375
15 3.48 0.238731 2.375 0.180291 5.99375 1.29002 9.4375
16 3.72 0 2.375 0.146904 6.1625 1.3439 12.525
17 3.96 0 2.375 1.30123 7.85625 0.504166 13.8375
18 4.2 0 2.375 1.80564 10.5 0.60188 15.6
19 4.44 0.0814881 2.4375 0.79069 11.7937 2.06458 22.3562
20 4.68 0.42541 2.8 0.591356 12.8688 2.5614 31.6687
60300 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.18383 0.6375
9 2.04 0 0 0 0 4.82678 3.975
10 2.28 0 0 0 0 1.86735 5.5875
11 2.52 1.56758 0.3875 0.568878 0.3 0.355549 5.9625
12 2.76 3.49931 1.425 2.73713 2.03125 0.0197627 5.9875
13 3 1.42752 1.925 3.35411 4.5375 0.0585506 6.075
14 3.24 0.795575 2.25 1.42716 5.78125 0.487672 6.925
15 3.48 0.212205 2.35 0.211376 5.99375 1.27758 9.49375
16 3.72 0.046429 2.375 0.206754 6.23125 1.27861 12.4313
17 3.96 0 2.375 1.38285 8.03125 0.520971 13.7875
18 4.2 0 2.375 1.75015 10.5938 0.638163 15.6562
19 4.44 0.0325953 2.4 0.741033 11.8063 2.08177 22.4688
20 4.68 0.498756 2.825 0.615423 12.925 2.47544 31.4688
60400 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.27668 0.6875
9 2.04 0 0 0 0 4.646 3.9
10 2.28 0.0617626 0.0125 0 0 1.94697 5.58125
11 2.52 1.82041 0.4625 0.414807 0.21875 0.32592 5.925
12 2.76 3.07771 1.375 2.47033 1.78125 0.059288 6
13 3 1.28477 1.825 3.46285 4.36875 0.066915 6.1
14 3.24 1.28516 2.35 1.68534 5.8375 0.423127 6.8375
15 3.48 0.0530512 2.375 0.16164 6 1.26826 9.3875
16 3.72 0 2.375 0.0979362 6.1125 1.29766 12.3688
17 3.96 0 2.375 1.45008 8 0.549781 13.8
18 4.2 0 2.375 1.83552 10.6875 0.719268 15.9062
19 4.44 0.0651905 2.425 0.664638 11.775 1.90224 22.1313
20 4.68 0.528095 2.875 0.763262 13.1625 2.50639 31.2437
60500 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.20704 0.65
9 2.04 0 0 0 0 4.82678 3.9875
10 2.28 0.0617626 0.0125 0 0 1.88183 5.6125
11 2.52 1.71928 0.4375 0.367401 0.19375 0.308142 5.9375
12 2.76 3.41499 1.45 2.59879 1.8375 0.059288 6.0125
13 3 1.39183 1.9375 3.65523 4.56875 0.0752793 6.125
14 3.24 0.826174 2.275 1.48453 5.8625 0.376511 6.78125
15 3.48 0.212205 2.375 0.136773 6 1.33043 9.45625
16 3.72 0 2.375 0.163227 6.1875 1.27589 12.3875
17 3.96 0 2.375 1.40206 8.0125 0.552182 13.825
18 4.2 0 2.375 1.59221 10.3438 0.702193 15.8812
19 4.44 0.0488929 2.4125 0.763951 11.5938 2.02256 22.5
20 4.68 0.498756 2.8375 0.78389 13.0188 2.37918 31.15
60600 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.13741 0.6125
9 2.04 0 0 0 0 4.79063 3.925
10 2.28 0 0 0 0 1.81669 5.49375
11 2.52 1.56758 0.3875 0.414807 0.21875 0.391104 5.90625
12 2.76 3.58363 1.45 2.68772 1.91875 0.07411 6
13 3 1.07064 1.825 3.74724 4.71875 0.0334575 6.05
14 3.24 1.10156 2.275 1.36261 5.90625 0.43747 6.8125
15 3.48 0.212205 2.375 0.0808202 5.9875 1.37705 9.58125
16 3.72 0 2.375 0.157786 6.16875 1.27861 12.5188
17 3.96 0 2.375 1.55091 8.1875 0.496963 13.8125
18 4.2 0 2.375 1.67758 10.6438 0.595477 15.5563
19 4.44 0 2.375 0.653178 11.7125 2.05312 22.275
20 4.68 0.542764 2.8375 0.660118 12.9125 2.58203 31.6625
60700 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.17222 0.63125
9 2.04 0 0 0 0 4.79063 3.94375
10 2.28 0.185288 0.0375 0 0 2.02659 5.69375
11 2.52 1.66871 0.45 0.367401 0.19375 0.266662 5.975
12 2.76 3.03555 1.35 2.51974 1.7875 0.0197627 6
13 3 1.67734 1.9375 3.69705 4.55 0.0543684 6.08125
14 3.24 0.856773 2.2875 1.51322 5.86875 0.41237 6.8
15 3.48 0.185679 2.375 0.130556 6 1.28691 9.3875
16 3.72 0 2.375 0.114259 6.13125 1.35478 12.5
17 3.96 0 2.375 1.45488 8.025 0.528174 13.875
18 4.2 0 2.375 1.65624 10.45 0.650969 15.7812
19 4.44 0.0814881 2.4375 0.863265 11.8625 1.9729 22.2375
20 4.68 0.557433 2.9125 0.519156 12.8063 2.52358 31.4125
60800 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.09098 0.5875
9 2.04 0 0 0 0 4.79967 3.90625
10 2.28 0.0617626 0.0125 0 0 2.07001 5.69375
11 2.52 1.46644 0.375 0.367401 0.19375 0.278513 5.9875
12 2.76 3.45715 1.4 2.60867 1.84375 0.00988134 6
13 3 1.67734 1.9875 3.85598 4.725 0.0501862 6.075
14 3.24 0.734377 2.2875 1.38413 5.93125 0.347825 6.68125
15 3.48 0.185679 2.375 0.0683864 6 1.3584 9.4125
16 3.72 0 2.375 0.0816135 6.09375 1.41191 12.6562
17 3.96 0 2.375 1.41647 7.9375 0.448948 13.825
18 4.2 0 2.375 1.90382 10.725 0.557059 15.4563
19 4.44 0.0162976 2.3875 0.679917 11.8375 2.1849 22.6062
20 4.68 0.454748 2.775 0.543222 12.825 2.55624 31.9
60900 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.3115 0.70625
9 2.04 0 0 0 0 4.8087 4.03125
10 2.28 0.123525 0.025 0 0 1.80221 5.5875
11 2.52 1.56758 0.4125 0.355549 0.1875 0.278513 5.88125
12 2.76 3.37283 1.4125 2.91499 2.03125 0.0938727 6
13 3 1.7844 2.0375 3.73887 4.825 0.0878259 6.13125
14 3.24 0.61198 2.2875 1.17615 5.85 0.41237 6.85
15 3.48 0.132628 2.35 0.149207 6 1.32732 9.51875
16 3.72 0.046429 2.375 0.190432 6.21875 1.24869 12.3875
17 3.96 0 2.375 1.31563 7.93125 0.54738 13.8125
18 4.2 0 2.375 2.01907 10.8875 0.646701 15.7063
19 4.44 0.0651905 2.425 0.580603 11.8375 2.14861 22.7375
20 4.68 0.42541 2.7875 0.539784 12.8187 2.42043 31.5375
61000 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 0.940101 0.50625
9 2.04 0 0 0 0 5.22449 4.11875
10 2.28 0.0617626 0.0125 0 0 1.75155 5.63125
11 2.52 1.61814 0.4125 0.758504 0.4 0.296291 5.94375
12 2.76 3.58363 1.475 2.29247 1.85 0.0543473 6.0125
13 3 1.67734 2.0625 3.53813 4.49375 0.0501862 6.0875
14 3.24 0.61198 2.3125 1.54908 5.84375 0.487672 6.9375
15 3.48 0.132628 2.375 0.14299 5.9875 1.23406 9.41875
16 3.72 0 2.375 0.125141 6.13125 1.26773 12.3313
17 3.96 0 2.375 1.39246 7.94375 0.573789 13.825
18 4.2 0 2.375 1.70746 10.4437 0.63176 15.675
19 4.44 0.0488929 2.4125 0.828887 11.8 2.0302 22.3188
20 4.68 0.528095 2.8625 0.618861 12.925 2.54764 31.5813
61100 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.14901 0.61875
9 2.04 0 0 0 0 4.95333 4.04375
10 2.28 0 0 0 0 1.81669 5.6125
11 2.52 1.46644 0.3625 0.367401 0.19375 0.302217 5.93125
12 2.76 3.71011 1.4625 2.72725 1.91875 0.0543473 6
13 3 1.32046 1.925 3.31229 4.39375 0.0209109 6.03125
14 3.24 0.917971 2.3 1.55625 5.75 0.433885 6.7875
15 3.48 0.159154 2.375 0.217593 5.96875 1.32421 9.45
16 3.72 0 2.375 0.206754 6.20625 1.29493 12.425
17 3.96 0 2.375 1.55091 8.225 0.51617 13.7688
18 4.2 0 2.375 1.57086 10.525 0.612551 15.5625
19 4.44 0.0162976 2.3875 0.721934 11.7063 2.05885 22.3
20 4.68 0.440079 2.7625 0.811395 13.1813 2.57515 31.6625
61200 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.13741 0.6125
9 2.04 0 0 0 0 4.84486 3.9625
10 2.28 0 0 0.0144756 0.00625 1.90354 5.60625
11 2.52 2.02268 0.5 0.450362 0.24375 0.337772 5.9625
12 2.76 2.52962 1.25 2.75689 1.9875 0.029644 6
13 3 1.89146 1.9125 3.63014 4.7 0.0627328 6.09375
14 3.24 0.94857 2.3 1.31958 5.85 0.354996 6.7125
15 3.48 0.159154 2.375 0.149207 6 1.43611 9.6
16 3.72 0 2.375 0.157786 6.18125 1.16979 12.2875
17 3.96 0 2.375 1.36365 7.95625 0.592995 13.8313
18 4.2 0 2.375 1.83552 10.6438 0.571999 15.5062
19 4.44 0.0325953 2.4 0.706655 11.8 2.07031 22.2812
20 4.68 0.513425 2.8375 0.52947 12.7625 2.64219 31.8875
61300 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.03295 0.55625
9 2.04 0 0 0 0 5.02564 4.03125
10 2.28 0.0617626 0.0125 0.0144756 0.00625 1.83116 5.6125
11 2.52 1.76984 0.45 0.462214 0.25 0.331846 5.9625
12 2.76 3.71011 1.55 2.81618 2.03125 0.029644 6
13 3 1.24908 1.9875 3.41266 4.58125 0.0501862 6.075
14 3.24 0.795575 2.3125 1.39847 5.8 0.423127 6.8125
15 3.48 0.106102 2.3625 0.198942 6 1.33043 9.4875
16 3.72 0.0232145 2.375 0.136023 6.15625 1.32214 12.525
17 3.96 0 2.375 1.35405 7.91875 0.494563 13.8125
18 4.2 0 2.375 1.89955 10.7 0.678716 15.8
19 4.44 0.114083 2.4625 0.737213 11.9062 1.94235 22.1562
20 4.68 0.41074 2.8125 0.577603 12.9563 2.59234 31.5813
61400 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.02134 0.55
9 2.04 0 0 0 0 4.95333 3.975
10 2.28 0.0617626 0.0125 0.0144756 0.00625 1.88907 5.60625
11 2.52 1.87098 0.475 0.43851 0.2375 0.32592 5.95
12 2.76 3.83659 1.6125 2.59879 1.88125 0.0395253 6
13 3 1.42752 2.1125 3.42103 4.4375 0.046004 6.06875
14 3.24 0.458985 2.3 1.41999 5.675 0.387269 6.74375
15 3.48 0.159154 2.375 0.248678 5.925 1.3584 9.475
16 3.72 0 2.375 0.195872 6.15 1.30582 12.475
17 3.96 0 2.375 1.40686 7.98125 0.489761 13.75
18 4.2 0.0182129 2.3875 1.76722 10.5687 0.638163 15.6188
19 4.44 0.0488929 2.425 0.794509 11.8688 2.04357 22.3062
20 4.68 0.572102 2.9125 0.632613 13.0188 2.54592 31.5625
61500 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.05616 0.56875
9 2.04 0 0 0 0 4.98044 4.0125
10 2.28 0.0617626 0.0125 0.0144756 0.00625 1.82393 5.5875
11 2.52 1.51701 0.3875 0.474065 0.25625 0.337772 5.94375
12 2.76 3.75227 1.5 2.52962 1.85625 0.044466 6
13 3 1.14202 1.9 3.44612 4.43125 0.0961903 6.14375
14 3.24 0.856773 2.25 1.59211 5.81875 0.36934 6.7875
15 3.48 0.212205 2.35 0.167857 5.9875 1.30867 9.41875
16 3.72 0.046429 2.375 0.146904 6.15625 1.26501 12.325
17 3.96 0 2.375 1.37325 7.94375 0.6074 13.9062
18 4.2 0 2.375 1.87821 10.6937 0.719268 16.0125
19 4.44 0.0325953 2.4 0.699016 11.8375 2.0302 22.6562
20 4.68 0.454748 2.7875 0.622299 12.9688 2.36027 31.2375
61600 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.04456 0.5625
9 2.04 0 0 0 0 4.93525 3.975
10 2.28 0.123525 0.025 0.0579024 0.025 1.98316 5.6875
11 2.52 1.36531 0.3625 0.308142 0.1875 0.278513 5.98125
12 2.76 3.33067 1.35 2.88535 2.0125 0.014822 6
13 3 1.42752 1.85 3.56322 4.675 0.0334575 6.05
14 3.24 1.04037 2.275 1.41999 5.9125 0.408784 6.7625
15 3.48 0.132628 2.3375 0.0870372 6 1.23095 9.2375
16 3.72 0.0696435 2.375 0.125141 6.14375 1.40647 12.4688
17 3.96 0 2.375 1.36845 7.925 0.544979 13.8875
18 4.2 0 2.375 1.83979 10.6188 0.591208 15.6188
19 4.44 0.0325953 2.4 0.706655 11.775 1.97099 22.0688
20 4.68 0.381402 2.725 0.618861 12.9 2.70924 31.9187
61700 20
1 0.12 0 0 0 0 0 0
2 0.36 0 0 0 0 0 0
3 0.6 0 0 0 0 0 0
4 0.84 0 0 0 0 0 0
5 1.08 0 0 0 0 0 0
6 1.32 0 0 0 0 0 0
7 1.56 0 0 0 0 0 0
8 1.8 0 0 0 0 1.1258 0.60625
9 2.04 0 0 0 0 4.94429 4.025
10 2.28 0 0 0.0144756 0.00625 1.72984 5.51875
11 2.52 1.31474 0.325 0.43851 0.2375 0.43851 5.98125
12 2.76 3.66795 1.4125 2.70749 1.95 0.014822 6
13 3 1.60596 1.975 3.59668 4.6375 0.0627328 6.09375
14 3.24 0.458985 2.1625 1.46302 5.9125 0.408784 6.80625
15 3.48 0.344833 2.325 0.0870372 6 1.31177 9.44375
16 3.72 0.0928581 2.375 0.125141 6.14375 1.35751 12.5625
17 3.96 0 2.375 1.36845 7.925 0.48496 13.825
