DONE: sourced file /scic/app/cpu/gaussian/16c-legacy/g16/bsd/g16.profile
LAMMPS (2 Apr 2025)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:99)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (42.08 42.08 42.08)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  2048 atoms
  read_data CPU = 0.031 seconds
2048 atoms in group Ar
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 2.8
  ghost atom cutoff = 2.8
  binsize = 1.4, bins = 31 31 31
  2 neighbor lists, perpetual/occasional/extra = 1 1 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
  (2) compute rdf, occasional, copy from (1)
      attributes: half, newton on
      pair build: copy
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : lj
  Current step  : 0
  Time step     : 0.005
Per MPI rank memory allocation (min/avg/max) = 3.662 | 3.662 | 3.662 Mbytes
   Step          Temp          Press          Volume         TotEng        c_MSD[4]     v_MSD_Slope  
     27900   1.4714591      5.1265442      2448.1381     -2.6121379      302.10609      0.10742108   
     28000   1.4911135      4.8579354      2448.1381     -2.6117427      302.79663      0.10735841   
     28100   1.5189519      4.7420972      2448.1381     -2.6127833      302.85386      0.10730619   
     28200   1.5047095      4.7894459      2448.1381     -2.6135921      302.82485      0.10711939   
     28300   1.511647       4.8000678      2448.1381     -2.6132616      302.91529      0.10689344   
     28400   1.4670183      5.0659042      2448.1381     -2.6116264      303.22048      0.10666186   
     28500   1.4892131      4.9493077      2448.1381     -2.6128646      303.35501      0.10640079   
     28600   1.5006277      4.8303299      2448.1381     -2.612672       303.56338      0.10614418   
     28700   1.4786812      4.9972065      2448.1381     -2.613165       304.08077      0.10591829   
     28800   1.4769775      5.0378257      2448.1381     -2.6127958      304.55506      0.10574867   
     28900   1.5085305      4.8214243      2448.1381     -2.6129298      304.91683      0.10558833   
     29000   1.5126043      4.7727324      2448.1381     -2.6134456      305.02876      0.10545823   
     29100   1.5034396      4.8861498      2448.1381     -2.6132838      305.03354      0.10525543   
     29200   1.520061       4.7619858      2448.1381     -2.612676       305.48618      0.10504639   
     29300   1.4874822      5.0053106      2448.1381     -2.6133219      305.27887      0.10479945   
     29400   1.4906358      4.9173643      2448.1381     -2.6133989      304.89269      0.10444616   
     29500   1.4863456      4.9947321      2448.1381     -2.6127768      304.88762      0.1039998    
     29600   1.4907933      4.9345151      2448.1381     -2.612228       305.36965      0.10355368   
     29700   1.4875685      4.9393643      2448.1381     -2.6126222      305.71077      0.10316482   
     29800   1.4905781      4.8881198      2448.1381     -2.611837       305.80282      0.10276966   
     29900   1.5114766      4.8144211      2448.1381     -2.6120463      306.11345      0.10238184   
     30000   1.4952836      4.9360858      2448.1381     -2.612978       306.342        0.10201      
     30100   1.4820728      4.9933834      2448.1381     -2.6118766      306.70105      0.10164696   
     30200   1.520753       4.766327       2448.1381     -2.6119794      307.20998      0.10131902   
     30300   1.5044553      4.8627486      2448.1381     -2.6124908      307.55389      0.10104535   
     30400   1.5405998      4.5774239      2448.1381     -2.6133399      307.50309      0.10075676   
     30500   1.4845038      4.9630481      2448.1381     -2.6116552      307.81294      0.10046454   
     30600   1.4954958      4.8708891      2448.1381     -2.6116145      308.38748      0.10023175   
     30700   1.4931736      4.8723345      2448.1381     -2.6133542      308.20115      0.099970342  
     30800   1.4930198      4.8863859      2448.1381     -2.6121183      308.55519      0.099691842  
     30900   1.4733954      5.0292363      2448.1381     -2.6126844      308.99765      0.099444077  
     31000   1.4658636      5.0951931      2448.1381     -2.6116267      309.22114      0.099208191  
     31100   1.4794342      4.9421672      2448.1381     -2.6127656      309.63221      0.098998203  
     31200   1.494577       4.9023927      2448.1381     -2.6125642      309.68091      0.098774227  
     31300   1.5242764      4.7179805      2448.1381     -2.6130916      309.79461      0.098521989  
     31400   1.4743654      5.0560437      2448.1381     -2.6119819      309.85303      0.098270509  
     31500   1.509834       4.8016051      2448.1381     -2.6130099      310.07295      0.098007307  
     31600   1.4838974      4.9477734      2448.1381     -2.6126338      310.29761      0.097746125  
     31700   1.492993       4.8863733      2448.1381     -2.6124187      310.69078      0.09748107   
     31800   1.47072        4.9961735      2448.1381     -2.6124319      310.94011      0.097246396  
     31900   1.5047513      4.8369633      2448.1381     -2.61285        311.02679      0.097015667  
     32000   1.4812378      4.9190317      2448.1381     -2.6123064      311.2653       0.096768185  
     32100   1.4802853      4.9599788      2448.1381     -2.6120861      311.00587      0.096474768  
     32200   1.4945518      4.9148761      2448.1381     -2.6127684      311.05778      0.096153729  
     32300   1.4729128      4.9708046      2448.1381     -2.6129843      311.77896      0.095874586  
     32400   1.5027222      4.8294296      2448.1381     -2.6127589      312.16731      0.095634659  
     32500   1.4796074      4.9939164      2448.1381     -2.6126154      312.35794      0.095405161  
     32600   1.5062411      4.8203706      2448.1381     -2.6122943      312.65196      0.095183594  
     32700   1.4909336      4.8946788      2448.1381     -2.6116974      312.57084      0.094946428  
     32800   1.5186601      4.7805257      2448.1381     -2.6130142      312.69431      0.094699139  
     32900   1.5141553      4.7580768      2448.1381     -2.6127657      312.97697      0.094455789  
     33000   1.484869       4.9476849      2448.1381     -2.6133502      313.24913      0.094219432  
     33100   1.4965208      4.8688704      2448.1381     -2.6126465      313.74947      0.09400365   
     33200   1.4759787      5.0273186      2448.1381     -2.6115462      314.03274      0.09381231   
     33300   1.4923569      4.9111393      2448.1381     -2.6130776      314.02043      0.093596302  
     33400   1.475162       4.9992181      2448.1381     -2.6117164      314.06119      0.093378667  
     33500   1.5107424      4.7250633      2448.1381     -2.6121302      314.42578      0.09315682   
     33600   1.5052502      4.8628952      2448.1381     -2.6131791      314.55494      0.092935919  
     33700   1.4906343      4.850997       2448.1381     -2.6131631      314.68708      0.092709071  
     33800   1.4703819      5.0583724      2448.1381     -2.6117838      315.16695      0.092499514  
     33900   1.4847789      4.9528525      2448.1381     -2.6121556      316.0723       0.092346718  
     34000   1.4805125      4.9468529      2448.1381     -2.6117098      316.38678      0.092225302  
     34100   1.4797622      5.0064732      2448.1381     -2.6122274      316.76319      0.092119312  
     34200   1.5059405      4.7647781      2448.1381     -2.6125667      316.93129      0.092015191  
     34300   1.4984584      4.8987254      2448.1381     -2.6119512      317.0828       0.091914028  
     34400   1.4899833      4.9804272      2448.1381     -2.6117662      317.34624      0.091802119  
     34500   1.527434       4.6680377      2448.1381     -2.6132216      317.6396       0.091687454  
     34600   1.4728273      4.9879798      2448.1381     -2.612603       317.96194      0.091576181  
     34700   1.4762588      5.0240231      2448.1381     -2.6120784      318.58764      0.091504632  
     34800   1.4791166      4.9545305      2448.1381     -2.6123204      318.65826      0.09144298   
     34900   1.4763081      5.0055149      2448.1381     -2.6131428      319.09208      0.091381214  
     35000   1.512392       4.794049       2448.1381     -2.6130284      319.34821      0.091324781  
     35100   1.4603313      5.1272656      2448.1381     -2.611631       319.63529      0.091270386  
     35200   1.4903399      4.9369646      2448.1381     -2.6127574      319.94815      0.091211409  
     35300   1.4946042      4.9386527      2448.1381     -2.612669       320.08836      0.091157236  
     35400   1.4981086      4.9037556      2448.1381     -2.6122518      320.81805      0.091114103  
     35500   1.4982869      4.9333088      2448.1381     -2.6123004      321.28145      0.091103874  
     35600   1.503317       4.8432357      2448.1381     -2.6124988      321.66657      0.091105634  
     35700   1.4760491      4.9921779      2448.1381     -2.6133986      322.01011      0.091119219  
     35800   1.5177876      4.8095408      2448.1381     -2.6119827      322.55827      0.09115323   
     35900   1.5012759      4.9384365      2448.1381     -2.6122601      323.03759      0.091198015  
     36000   1.4810281      4.9924707      2448.1381     -2.6121809      323.70602      0.091261372  
     36100   1.4855112      4.9579114      2448.1381     -2.6134581      323.56422      0.091316578  
     36200   1.5390594      4.6274824      2448.1381     -2.6125036      323.72026      0.091351663  
     36300   1.4965733      4.9237696      2448.1381     -2.6122274      324.13472      0.091392066  
     36400   1.4864301      4.9978738      2448.1381     -2.6115977      324.37651      0.091437895  
     36500   1.4908144      4.874649       2448.1381     -2.6128618      324.57986      0.091473106  
     36600   1.5059004      4.7904164      2448.1381     -2.6134438      325.13605      0.091523186  
     36700   1.5044262      4.8254104      2448.1381     -2.6133563      325.4167       0.091567324  
     36800   1.4743759      5.012386       2448.1381     -2.611683       325.93898      0.091621119  
     36900   1.4869977      4.9113444      2448.1381     -2.6137965      326.241        0.091693231  
     37000   1.4779233      5.0483194      2448.1381     -2.6118936      326.77921      0.09177007   
     37100   1.4830826      4.9457579      2448.1381     -2.6129754      327.37938      0.091861181  
     37200   1.4821088      4.9841363      2448.1381     -2.6135344      327.88983      0.091972996  
     37300   1.5131828      4.7564954      2448.1381     -2.6140846      328.03604      0.092072695  
     37400   1.4730689      5.0151387      2448.1381     -2.6136731      328.10831      0.092166342  
     37500   1.4748743      4.9973478      2448.1381     -2.611661       328.18739      0.092236007  
     37600   1.5137968      4.7863824      2448.1381     -2.6124032      328.53026      0.092298533  
     37700   1.5125536      4.8048245      2448.1381     -2.6129865      328.70292      0.092362275  
     37800   1.4465598      5.180026       2448.1381     -2.6114661      328.87755      0.092422921  
     37900   1.5112872      4.8541373      2448.1381     -2.6110521      328.89121      0.092461198  
     38000   1.4526117      5.1785547      2448.1381     -2.6127544      329.09602      0.092491707  
     38100   1.4586056      5.1134389      2448.1381     -2.612097       329.5992       0.092527621  
     38200   1.5027326      4.8070358      2448.1381     -2.6131621      330.06424      0.092567652  
     38300   1.4815218      4.9457376      2448.1381     -2.6131962      330.48755      0.092628109  
     38400   1.483543       4.9571723      2448.1381     -2.6122389      330.6287       0.092689217  
     38500   1.4827878      4.9943783      2448.1381     -2.6125667      330.586        0.092726189  
     38600   1.5064588      4.7774329      2448.1381     -2.6128285      330.72152      0.092751189  
     38700   1.490523       4.9268192      2448.1381     -2.612995       331.08044      0.092768688  
     38800   1.4855432      4.8869522      2448.1381     -2.6132453      331.48306      0.092797891  
     38900   1.4787869      4.9655177      2448.1381     -2.6127833      331.63688      0.092819842  
     39000   1.4748751      5.0260158      2448.1381     -2.612045       331.73418      0.092833928  
     39100   1.495747       4.8708273      2448.1381     -2.6137389      332.02666      0.092842387  
     39200   1.5014684      4.8901116      2448.1381     -2.6128697      332.34123      0.092856648  
     39300   1.4521804      5.1941892      2448.1381     -2.6123693      332.7144       0.092873756  
     39400   1.4872298      4.9598736      2448.1381     -2.6121584      332.89226      0.092888314  
     39500   1.4665458      5.081462       2448.1381     -2.6129549      333.22626      0.092898921  
     39600   1.4635505      5.0523124      2448.1381     -2.6135009      333.38499      0.092914322  
     39700   1.4842453      4.9466833      2448.1381     -2.6132135      333.89284      0.092926049  
     39800   1.4777591      5.0149389      2448.1381     -2.6118942      334.35769      0.092948599  
     39900   1.4943369      4.9148145      2448.1381     -2.6124924      335.08274      0.092987993  
     40000   1.4864115      4.9227109      2448.1381     -2.6120164      335.34725      0.093035482  
     40100   1.4756646      4.9826159      2448.1381     -2.6123041      335.60292      0.09307675   
     40200   1.4888414      4.9121333      2448.1381     -2.6131103      336.10565      0.093127719  
     40300   1.4700465      4.9956479      2448.1381     -2.6130956      336.01823      0.093167023  
     40400   1.4960048      4.898274       2448.1381     -2.6122734      336.22364      0.093201912  
     40500   1.5324234      4.6513393      2448.1381     -2.613539       336.28357      0.093223249  
     40600   1.4719806      4.9815889      2448.1381     -2.6121174      336.48409      0.093242579  
     40700   1.4964107      4.8966681      2448.1381     -2.6128173      336.7748       0.09325885   
     40800   1.4839141      4.9800765      2448.1381     -2.6127278      337.33142      0.093283676  
     40900   1.502385       4.8562143      2448.1381     -2.612442       337.69006      0.093316865  
     41000   1.5105052      4.8100528      2448.1381     -2.6125247      337.80865      0.093345711  
     41100   1.4971655      4.8857663      2448.1381     -2.613194       338.01441      0.09336416   
     41200   1.5103546      4.8255197      2448.1381     -2.6124926      338.12431      0.09337978   
     41300   1.4911049      4.912129       2448.1381     -2.6133003      338.52729      0.093389398  
     41400   1.4653689      5.0827252      2448.1381     -2.6124355      338.56931      0.09339941   
     41500   1.4710028      5.0909312      2448.1381     -2.6118228      338.65927      0.093399222  
     41600   1.510227       4.8216385      2448.1381     -2.6122107      338.8352       0.09339007   
     41700   1.458615       5.1516396      2448.1381     -2.6115339      339.01576      0.093374005  
     41800   1.4608064      5.0381003      2448.1381     -2.6122616      339.44436      0.093368536  
     41900   1.4541403      5.0911872      2448.1381     -2.6125245      339.86426      0.093366371  
     42000   1.4686412      5.0803644      2448.1381     -2.6125032      340.19413      0.093365103  
     42100   1.4892237      4.9062024      2448.1381     -2.6122188      340.45114      0.093368814  
     42200   1.5022032      4.8793447      2448.1381     -2.6126484      340.71677      0.093370517  
     42300   1.5203586      4.6981355      2448.1381     -2.6126828      341.11848      0.093373891  
     42400   1.4769886      5.0571419      2448.1381     -2.6111604      341.45087      0.093381136  
     42500   1.5124763      4.7748636      2448.1381     -2.6130406      341.84932      0.093391125  
     42600   1.5074719      4.8018576      2448.1381     -2.612917       342.11684      0.093403012  
     42700   1.5010257      4.8894038      2448.1381     -2.6127587      342.04951      0.093405435  
     42800   1.4828359      4.9856524      2448.1381     -2.6120926      342.6885       0.09340988   
     42900   1.4717277      4.9989108      2448.1381     -2.6137837      343.31216      0.093428055  
     43000   1.4893794      4.9397691      2448.1381     -2.6128085      343.8055       0.093456781  
     43100   1.5215546      4.7092848      2448.1381     -2.6121844      344.41745      0.093494013  
     43200   1.4719752      5.020998       2448.1381     -2.6130573      344.63414      0.093533858  
     43300   1.5209891      4.7780762      2448.1381     -2.6116781      345.00619      0.093575072  
     43400   1.4816212      5.0265547      2448.1381     -2.6134335      345.29893      0.093620514  
     43500   1.5196706      4.7685075      2448.1381     -2.613419       345.27762      0.093656545  
     43600   1.4873131      4.9289967      2448.1381     -2.6126485      345.70245      0.093685633  
     43700   1.4737071      5.0064968      2448.1381     -2.6127129      345.58214      0.093713084  
     43800   1.5016683      4.8038527      2448.1381     -2.6136002      345.58614      0.093725773  
     43900   1.5057808      4.8301008      2448.1381     -2.6131198      345.58669      0.093725787  
     44000   1.4763207      4.9866763      2448.1381     -2.6123541      345.91993      0.093727953  
     44100   1.5123226      4.8000519      2448.1381     -2.6136726      346.15232      0.093726327  
     44200   1.4771643      4.9710217      2448.1381     -2.61252        346.54289      0.093727254  
     44300   1.5045776      4.8568485      2448.1381     -2.6124448      346.96895      0.093729957  
     44400   1.5052731      4.8491159      2448.1381     -2.6124281      347.15089      0.093735136  
     44500   1.4866928      4.9521422      2448.1381     -2.6124416      347.53797      0.093738058  
     44600   1.4756638      5.0086063      2448.1381     -2.6128118      347.60966      0.093746018  
     44700   1.4711672      4.9758872      2448.1381     -2.6123173      348.13375      0.093750632  
     44800   1.5085961      4.7733088      2448.1381     -2.6119287      348.38719      0.093758444  
     44900   1.5025067      4.8774364      2448.1381     -2.612829       348.8104       0.093770299  
     45000   1.4962587      4.8258525      2448.1381     -2.6127101      348.97637      0.093779775  
     45100   1.4697643      5.0296849      2448.1381     -2.6122464      349.30505      0.09378783   
     45200   1.4844226      4.9735187      2448.1381     -2.6129942      349.68499      0.093797107  
     45300   1.4836009      4.9376922      2448.1381     -2.6129915      350.33369      0.093815505  
     45400   1.4999685      4.8693732      2448.1381     -2.6123727      350.51051      0.09383505   
     45500   1.4859554      4.9614774      2448.1381     -2.6124671      350.72326      0.09385237   
     45600   1.4901838      4.9158772      2448.1381     -2.6125335      351.22626      0.0938726    
     45700   1.4855074      4.886427       2448.1381     -2.612387       351.8284       0.093900798  
     45800   1.4974688      4.8440219      2448.1381     -2.6118518      352.34013      0.093936359  
     45900   1.4646776      5.0960152      2448.1381     -2.6121638      352.51081      0.093973405  
     46000   1.4841529      4.969743       2448.1381     -2.6123561      352.64885      0.094000183  
     46100   1.5062713      4.8368209      2448.1381     -2.6112253      352.6422       0.094028103  
     46200   1.4732972      5.0211653      2448.1381     -2.6125912      353.01036      0.094046373  
     46300   1.4931311      4.8905314      2448.1381     -2.6129211      353.50567      0.094071119  
     46400   1.4803372      5.0145869      2448.1381     -2.612185       353.82819      0.094100739  
     46500   1.5112041      4.741195       2448.1381     -2.6141097      353.62683      0.094119947  
     46600   1.5256207      4.74345        2448.1381     -2.6134751      354.05141      0.094133838  
     46700   1.4999391      4.8684652      2448.1381     -2.612131       354.11406      0.09415041   
     46800   1.4936546      4.8724945      2448.1381     -2.6120783      354.47357      0.094157198  
     46900   1.5039871      4.906948       2448.1381     -2.6113927      354.76655      0.094167812  
     47000   1.498388       4.8718405      2448.1381     -2.6121463      354.95351      0.094181228  
     47100   1.482813       4.9570303      2448.1381     -2.6128561      355.0224       0.094190478  
     47200   1.5243531      4.7050873      2448.1381     -2.6127991      354.82056      0.094185921  
     47300   1.4712257      5.0584801      2448.1381     -2.6127188      354.6563       0.094169757  
     47400   1.4586711      5.0411658      2448.1381     -2.6135833      355.17298      0.094154477  
     47500   1.4808168      4.972752       2448.1381     -2.6122775      355.84565      0.094142421  
     47600   1.4921606      4.8733415      2448.1381     -2.6128015      356.32385      0.094140607  
     47700   1.4770904      5.0201901      2448.1381     -2.6126731      356.7002       0.094142085  
     47800   1.4819668      4.9518882      2448.1381     -2.612118       356.81031      0.094143993  
     47900   1.4912671      4.9325084      2448.1381     -2.6123593      357.21341      0.09414651   
     48000   1.49236        4.9242763      2448.1381     -2.6126807      357.60652      0.094148101  
     48100   1.5104833      4.7703244      2448.1381     -2.6123703      357.84149      0.094153674  
     48200   1.5154444      4.7821587      2448.1381     -2.6128113      357.89866      0.094153172  
     48300   1.4905534      4.9022418      2448.1381     -2.6122359      358.1935       0.094152539  
     48400   1.4868519      4.8988683      2448.1381     -2.6128016      358.18733      0.094147973  
     48500   1.5064906      4.8331536      2448.1381     -2.6124832      358.64016      0.094143926  
     48600   1.4913644      4.9544672      2448.1381     -2.6121035      359.13341      0.094142381  
     48700   1.4815992      5.0122861      2448.1381     -2.6138507      359.59478      0.09414625   
     48800   1.504564       4.8122356      2448.1381     -2.6138606      360.08765      0.094154443  
     48900   1.4795159      4.9782653      2448.1381     -2.6124906      360.25556      0.094161776  
     49000   1.4717226      5.0510486      2448.1381     -2.6117684      360.67136      0.094170224  
     49100   1.5117917      4.7775381      2448.1381     -2.6124364      360.24948      0.094170492  
     49200   1.4968854      4.9162557      2448.1381     -2.6127943      360.89784      0.094166374  
     49300   1.5004709      4.856187       2448.1381     -2.612379       361.27252      0.094169681  
     49400   1.4803256      4.9587288      2448.1381     -2.6120243      361.45944      0.094174707  
     49500   1.5115477      4.8314961      2448.1381     -2.6126151      361.35867      0.09417405   
     49600   1.4751035      4.9931114      2448.1381     -2.6128354      361.43743      0.094164148  
     49700   1.5211493      4.7415715      2448.1381     -2.6131357      361.3704       0.094149854  
     49800   1.5172542      4.7880403      2448.1381     -2.61215        361.46916      0.094128986  
     49900   1.494421       4.9189322      2448.1381     -2.6124671      361.66958      0.094105583  
     50000   1.4643782      5.1088951      2448.1381     -2.6124231      362.13433      0.094084337  
     50100   1.468861       5.007822       2448.1381     -2.6127685      362.1683       0.094060268  
     50200   1.5016995      4.8796783      2448.1381     -2.6124548      362.0369       0.094031003  
     50300   1.5146368      4.760205       2448.1381     -2.6126756      362.51666      0.094000461  
     50400   1.4817515      5.0077077      2448.1381     -2.6122169      362.84521      0.093973546  
     50500   1.5296796      4.6910152      2448.1381     -2.6130527      363.29135      0.093951598  
     50600   1.4932932      4.913768       2448.1381     -2.6133269      363.55931      0.093929627  
     50700   1.4742533      4.9983979      2448.1381     -2.6124351      363.98638      0.093908986  
     50800   1.4601462      5.0441584      2448.1381     -2.6120886      364.02425      0.093886747  
     50900   1.4860914      4.9389265      2448.1381     -2.6129292      364.58656      0.093865079  
     51000   1.4812534      5.0082919      2448.1381     -2.6134861      365.03432      0.09385097   
     51100   1.4741647      5.0204104      2448.1381     -2.6131345      365.59544      0.093839597  
     51200   1.4839361      4.9454172      2448.1381     -2.6118249      366.04472      0.093833398  
     51300   1.4882943      4.9441952      2448.1381     -2.6128666      366.63526      0.093832532  
     51400   1.5233539      4.7668951      2448.1381     -2.6134298      366.81572      0.093834765  
     51500   1.5228236      4.7430522      2448.1381     -2.6133985      367.11199      0.093833911  
     51600   1.4878256      4.9453473      2448.1381     -2.6127256      367.80148      0.093837183  
     51700   1.4924292      4.8864294      2448.1381     -2.6127876      367.71045      0.093841462  
     51800   1.4573804      5.1135385      2448.1381     -2.6128065      367.67878      0.09384148   
     51900   1.4966521      4.8901686      2448.1381     -2.6126395      367.96645      0.093836571  
     52000   1.4931298      4.8350182      2448.1381     -2.6128395      368.17347      0.093831449  
     52100   1.5018058      4.8143896      2448.1381     -2.6129649      368.37377      0.093823436  
     52200   1.5057759      4.8664471      2448.1381     -2.6137908      368.85524      0.093819217  
     52300   1.5056255      4.8372111      2448.1381     -2.6126788      369.11023      0.093815094  
     52400   1.4733835      5.0542016      2448.1381     -2.6115198      369.78264      0.093815069  
     52500   1.4967498      4.8433121      2448.1381     -2.6121221      370.28641      0.093819508  
     52600   1.5091239      4.8090188      2448.1381     -2.6127509      370.53097      0.093828604  
     52700   1.4603358      5.0852313      2448.1381     -2.611672       370.64079      0.093834044  
     52800   1.4824861      4.969928       2448.1381     -2.6130637      370.98508      0.093838316  
     52900   1.5069931      4.8214119      2448.1381     -2.6127094      371.6405       0.093844676  
     53000   1.4675827      5.046688       2448.1381     -2.6119198      371.77571      0.093852805  
     53100   1.4833848      4.934299       2448.1381     -2.613484       372.01341      0.093863676  
     53200   1.4812163      4.9905643      2448.1381     -2.6118084      372.03429      0.093867463  
     53300   1.490628       4.9079135      2448.1381     -2.6120105      372.1551       0.093867993  
     53400   1.4845341      4.9558429      2448.1381     -2.6117117      372.32248      0.093864922  
     53500   1.4661816      5.0881991      2448.1381     -2.6138127      372.72021      0.093863499  
     53600   1.4700014      5.0599544      2448.1381     -2.6118977      372.96346      0.093862518  
     53700   1.4950394      4.9014276      2448.1381     -2.612563       372.88455      0.093859     
     53800   1.4813615      5.0000705      2448.1381     -2.6127817      373.54598      0.093855849  
     53900   1.4744273      4.9702416      2448.1381     -2.6127395      374.03076      0.093858892  
     54000   1.4938428      4.9267772      2448.1381     -2.6118784      374.41019      0.09386357   
     54100   1.4791004      5.041215       2448.1381     -2.6127151      374.86555      0.093869845  
     54200   1.5168971      4.7775644      2448.1381     -2.6124481      375.82225      0.093882389  
     54300   1.5117385      4.7676767      2448.1381     -2.6125428      376.01348      0.093899742  
     54400   1.5028476      4.8379121      2448.1381     -2.6133729      376.09723      0.093913338  
     54500   1.4675447      5.0520569      2448.1381     -2.6126987      376.55031      0.093928645  
     54600   1.4802451      5.0054442      2448.1381     -2.6122255      376.46657      0.093943762  
     54700   1.4929258      4.8870478      2448.1381     -2.6128069      376.61376      0.093953366  
     54800   1.5145265      4.7457534      2448.1381     -2.6130462      377.02582      0.093962258  
     54900   1.484079       4.9781999      2448.1381     -2.6127392      376.90675      0.093969036  
     55000   1.4968288      4.8912577      2448.1381     -2.6116403      377.50361      0.093974922  
     55100   1.4934942      4.8737266      2448.1381     -2.6124552      377.82338      0.093980799  
     55200   1.4842995      4.9628115      2448.1381     -2.6115405      378.05387      0.093987571  
     55300   1.5039119      4.8351144      2448.1381     -2.6131813      378.01945      0.093992786  
     55400   1.4830736      4.922019       2448.1381     -2.6127254      378.05833      0.093993624  
     55500   1.5046695      4.8260303      2448.1381     -2.6141413      378.51699      0.093993529  
     55600   1.4923131      4.9097015      2448.1381     -2.6122501      378.52785      0.093993143  
     55700   1.4822262      4.9406466      2448.1381     -2.6136777      378.88482      0.093987116  
     55800   1.5105688      4.7684322      2448.1381     -2.6126735      378.97339      0.093982425  
     55900   1.5052514      4.8537497      2448.1381     -2.6125291      379.15132      0.093976144  
     56000   1.4805887      5.0099995      2448.1381     -2.6127201      379.57298      0.093970877  
     56100   1.4967911      4.8919755      2448.1381     -2.6125564      380.3332       0.093969094  
     56200   1.4814198      5.016347       2448.1381     -2.6123661      380.32229      0.093969954  
     56300   1.5098742      4.7938985      2448.1381     -2.6123431      380.64331      0.093968696  
     56400   1.4826617      4.9922169      2448.1381     -2.6107044      381.10629      0.093968143  
     56500   1.5345457      4.6963536      2448.1381     -2.6131243      381.71055      0.093972384  
     56600   1.4949564      4.8556591      2448.1381     -2.6126009      382.15863      0.093979567  
     56700   1.460027       5.1537722      2448.1381     -2.6121586      382.53995      0.09398887   
     56800   1.4971547      4.8514532      2448.1381     -2.6122847      382.81785      0.093997848  
     56900   1.4841274      4.96022        2448.1381     -2.6123618      383.26296      0.094008702  
     57000   1.5056244      4.8034447      2448.1381     -2.612344       383.84153      0.094024553  
     57100   1.5038145      4.8443767      2448.1381     -2.6131757      383.97806      0.094040983  
     57200   1.4962415      4.8947418      2448.1381     -2.612192       384.49738      0.094055845  
     57300   1.4824496      4.9773903      2448.1381     -2.6130486      385.13759      0.094075696  
     57400   1.5010098      4.9349578      2448.1381     -2.6120519      385.83344      0.094099871  
     57500   1.5102009      4.7795228      2448.1381     -2.6122829      386.37546      0.094128258  
     57600   1.4782528      4.9880886      2448.1381     -2.6127887      386.54101      0.094158616  
     57700   1.5311268      4.638087       2448.1381     -2.6133222      386.87131      0.09418725   
     57800   1.5002145      4.9022852      2448.1381     -2.6112699      387.23918      0.094216589  
     57900   1.4970286      4.8599859      2448.1381     -2.6126185      387.47571      0.094245257  
     58000   1.4961459      4.8993677      2448.1381     -2.6119263      387.77402      0.094272966  
     58100   1.4801758      5.0113083      2448.1381     -2.6120579      388.35354      0.094302502  
     58200   1.5031279      4.8351768      2448.1381     -2.6120137      388.63499      0.094334813  
     58300   1.5003302      4.8938847      2448.1381     -2.6124259      389.38948      0.094370667  
     58400   1.4667624      5.0944788      2448.1381     -2.611929       389.54462      0.094408086  
     58500   1.4396259      5.2194927      2448.1381     -2.6117987      389.80967      0.094443203  
     58600   1.5134173      4.7803202      2448.1381     -2.6127197      389.91696      0.094475672  
     58700   1.4995777      4.8458643      2448.1381     -2.613264       390.24145      0.094507788  
     58800   1.491887       4.9537144      2448.1381     -2.6125338      390.2352       0.094536663  
     58900   1.5132211      4.8588466      2448.1381     -2.6128191      390.77411      0.094565604  
     59000   1.4995561      4.8347037      2448.1381     -2.6138396      390.62884      0.094593386  
     59100   1.469217       5.0757937      2448.1381     -2.6125488      390.691        0.094615096  
     59200   1.5181279      4.7494875      2448.1381     -2.6129681      391.2723       0.094638267  
     59300   1.4901438      4.8990271      2448.1381     -2.6124601      392.01081      0.094664503  
     59400   1.5249579      4.7227044      2448.1381     -2.6124482      392.19089      0.094693396  
     59500   1.4998249      4.8482541      2448.1381     -2.6113335      392.60146      0.094721442  
     59600   1.4825518      5.0171585      2448.1381     -2.6117342      392.69369      0.094748694  
     59700   1.4770964      5.0226533      2448.1381     -2.6117898      392.66532      0.094774185  
     59800   1.4864273      4.9093829      2448.1381     -2.6128273      393.09361      0.094797652  
     59900   1.4953087      4.9240011      2448.1381     -2.6120179      393.03386      0.094819694  
     60000   1.4941759      4.9236848      2448.1381     -2.6126925      392.8992       0.094836614  
     60100   1.4666676      5.0627961      2448.1381     -2.6125736      393.05823      0.094849309  
     60200   1.5178891      4.7347027      2448.1381     -2.6122741      392.93329      0.094858289  
     60300   1.4717852      5.0161886      2448.1381     -2.6118149      393.32446      0.094865537  
     60400   1.4604416      5.0614423      2448.1381     -2.611946       393.40469      0.094871313  
     60500   1.4807923      4.9822841      2448.1381     -2.6132843      393.64079      0.094876192  
     60600   1.4733266      5.0646416      2448.1381     -2.6119923      393.97432      0.094880801  
