# Time-averaged data for fix 1
# TimeStep Number-of-rows
# Row c_RDF[1] c_RDF[2] c_RDF[3]
21000 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0.00871531 0.00351563
19 0.925 0.298521 0.138086
20 0.975 1.34601 0.812207
21 1.025 2.27211 2.06982
22 1.075 2.48677 3.58379
23 1.125 2.14031 5.01084
24 1.175 1.71313 6.25684
25 1.225 1.39172 7.35703
26 1.275 1.14183 8.33486
27 1.325 0.95772 9.22061
28 1.375 0.830412 10.0477
29 1.425 0.748243 10.848
30 1.475 0.684745 11.6328
31 1.525 0.68626 12.4735
32 1.575 0.68658 13.3707
33 1.625 0.709782 14.358
34 1.675 0.757445 15.4774
35 1.725 0.815915 16.7563
36 1.775 0.893873 18.2398
37 1.825 0.979102 19.9576
38 1.875 1.05008 21.9022
39 1.925 1.11376 24.0763
40 1.975 1.18133 26.5035
41 2.025 1.2074 29.1115
42 2.075 1.21519 31.8676
43 2.125 1.16049 34.6279
44 2.175 1.12288 37.426
45 2.225 1.0641 40.2009
46 2.275 1.01315 42.963
47 2.325 0.971522 45.7293
48 2.375 0.93164 48.4974
49 2.425 0.905473 51.3021
50 2.475 0.895529 54.1917
22000 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0.0116204 0.0046875
19 0.925 0.294188 0.137305
20 0.975 1.34542 0.811133
21 1.025 2.27776 2.07187
22 1.075 2.46656 3.57354
23 1.125 2.15071 5.00752
24 1.175 1.75838 6.28643
25 1.225 1.38777 7.3835
26 1.275 1.12769 8.34922
27 1.325 0.938714 9.21738
28 1.375 0.817175 10.0312
29 1.425 0.765041 10.8496
30 1.475 0.697442 11.6489
31 1.525 0.672549 12.4729
32 1.575 0.687775 13.3716
33 1.625 0.705921 14.3535
34 1.675 0.758701 15.4748
35 1.725 0.815105 16.7524
36 1.775 0.883517 18.2188
37 1.825 0.9727 19.9253
38 1.875 1.04776 21.8656
39 1.925 1.12902 24.0694
40 1.975 1.17192 26.4773
41 2.025 1.20288 29.0756
42 2.075 1.21097 31.8221
43 2.125 1.18796 34.6478
44 2.175 1.12785 37.4582
45 2.225 1.06747 40.2419
46 2.275 1.01767 43.0163
47 2.325 0.966446 45.7682
48 2.375 0.927301 48.5233
49 2.425 0.907932 51.3357
50 2.475 0.890112 54.2078
23000 50
1 0.025 0 0
2 0.075 0 0
3 0.125 0 0
4 0.175 0 0
5 0.225 0 0
6 0.275 0 0
7 0.325 0 0
8 0.375 0 0
9 0.425 0 0
10 0.475 0 0
11 0.525 0 0
12 0.575 0 0
13 0.625 0 0
14 0.675 0 0
15 0.725 0 0
16 0.775 0 0
17 0.825 0 0
18 0.875 0.00629439 0.00253906
19 0.925 0.290289 0.133398
20 0.975 1.3501 0.80957
21 1.025 2.29293 2.07871
22 1.075 2.48597 3.59219
23 1.125 2.12699 5.01035
24 1.175 1.71635 6.25869
25 1.225 1.40296 7.36777
26 1.275 1.14297 8.34658
27 1.325 0.945049 9.22061
28 1.375 0.813939 10.0312
29 1.425 0.751986 10.8356
30 1.475 0.711672 11.6513
