DONE: sourced file /scic/app/cpu/gaussian/16c-legacy/g16/bsd/g16.profile
LAMMPS (2 Apr 2025)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:99)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (35.36 35.36 35.36)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  2048 atoms
  read_data CPU = 0.062 seconds
2048 atoms in group Ne
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 2.8
  ghost atom cutoff = 2.8
  binsize = 1.4, bins = 26 26 26
  2 neighbor lists, perpetual/occasional/extra = 1 1 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
  (2) compute rdf, occasional, copy from (1)
      attributes: half, newton on
      pair build: copy
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : lj
  Current step  : 0
  Time step     : 0.005
Per MPI rank memory allocation (min/avg/max) = 3.598 | 3.598 | 3.598 Mbytes
   Step          Temp          Press          Volume         TotEng        c_MSD[4]     v_MSD_Slope  
     24800   1.5065873      5.1336878      2441.8133     -2.5739765      204.90752      0.096934095  
     24900   1.4879497      5.2234914      2441.8133     -2.5742562      205.35521      0.096657647  
     25000   1.4940445      5.1330011      2441.8133     -2.5743033      205.62327      0.096388991  
     25100   1.5081781      5.0886999      2441.8133     -2.5746476      206.21851      0.096292791  
     25200   1.5174306      5.0685375      2441.8133     -2.5748635      206.39742      0.096271173  
     25300   1.4925084      5.184454       2441.8133     -2.5736977      206.48451      0.096191654  
     25400   1.5305592      4.9672203      2441.8133     -2.574873       206.82479      0.096008865  
     25500   1.4859604      5.2268379      2441.8133     -2.5737561      207.03762      0.095894037  
     25600   1.5186073      5.0225712      2441.8133     -2.5741223      207.25813      0.095709846  
     25700   1.5362168      4.9103866      2441.8133     -2.5747283      207.31791      0.095517296  
     25800   1.498449       5.0742974      2441.8133     -2.5746146      207.55108      0.095203645  
     25900   1.5123674      5.0478366      2441.8133     -2.5742654      208.10847      0.094965352  
     26000   1.5010367      5.2014474      2441.8133     -2.5745043      208.38698      0.094811367  
     26100   1.5175935      5.0210345      2441.8133     -2.5748424      208.86574      0.094766374  
     26200   1.4941503      5.1823046      2441.8133     -2.574383       209.31797      0.094799816  
     26300   1.5057109      5.0981277      2441.8133     -2.5754299      209.76787      0.094919135  
     26400   1.4769935      5.3238762      2441.8133     -2.5745133      210.26373      0.095130053  
     26500   1.5025997      5.1176744      2441.8133     -2.5744554      210.40748      0.095357254  
     26600   1.5126971      5.0704806      2441.8133     -2.5741294      210.61074      0.09548608   
     26700   1.5118381      5.0288572      2441.8133     -2.5754005      210.55749      0.095527091  
     26800   1.5141347      5.0268837      2441.8133     -2.5750738      210.75238      0.095432059  
     26900   1.5110864      5.0838537      2441.8133     -2.5745442      210.74927      0.09529376   
     27000   1.5230704      5.0180863      2441.8133     -2.574412       211.28957      0.095191744  
     27100   1.4979817      5.1423569      2441.8133     -2.5745759      211.54531      0.095113815  
     27200   1.5053367      5.1013055      2441.8133     -2.5737547      211.55824      0.094995993  
     27300   1.5050179      5.1200874      2441.8133     -2.573939       211.64578      0.09478527   
     27400   1.5062088      5.1053379      2441.8133     -2.5736582      211.75022      0.09450239   
     27500   1.5026629      5.1398293      2441.8133     -2.5744172      212.20681      0.094282012  
     27600   1.5484104      4.8540726      2441.8133     -2.5749452      212.68839      0.094123375  
     27700   1.5085712      5.065525       2441.8133     -2.5743218      213.08388      0.094037159  
     27800   1.4960816      5.2124632      2441.8133     -2.5735137      213.4148       0.093960282  
     27900   1.5114015      5.0199731      2441.8133     -2.5746172      214.1193       0.093974271  
     28000   1.507047       5.1372753      2441.8133     -2.5751485      214.64661      0.094105521  
     28100   1.5095239      5.0513922      2441.8133     -2.574397       214.97106      0.094239668  
     28200   1.5255845      4.9368015      2441.8133     -2.5739671      214.96692      0.094336417  
     28300   1.5214843      4.9963242      2441.8133     -2.5741405      215.0067       0.094356582  
     28400   1.5181524      4.973472       2441.8133     -2.574261       215.33854      0.094371106  
     28500   1.5215506      5.0482033      2441.8133     -2.5740033      215.58766      0.094371731  
     28600   1.4830834      5.2901053      2441.8133     -2.5745088      215.67457      0.094352271  
     28700   1.50001        5.0959843      2441.8133     -2.5749597      215.98953      0.094278684  
     28800   1.5181126      5.0499049      2441.8133     -2.5732621      216.05411      0.094183476  
     28900   1.4992199      5.1382924      2441.8133     -2.5750755      216.26466      0.094082663  
     29000   1.5168906      5.0065378      2441.8133     -2.5743481      216.25725      0.09393301   
     29100   1.5125946      5.0778541      2441.8133     -2.5748101      216.76576      0.093774677  
     29200   1.5009928      5.1426162      2441.8133     -2.5744135      216.97662      0.093640326  
     29300   1.5128398      5.0397782      2441.8133     -2.5751176      217.37167      0.093558618  
     29400   1.5227788      5.0349718      2441.8133     -2.5728803      217.79216      0.093501602  
     29500   1.5224872      5.0447524      2441.8133     -2.5743539      218.40074      0.093477393  
     29600   1.492659       5.2188724      2441.8133     -2.5737391      218.72863      0.093520574  
     29700   1.5063488      5.0678335      2441.8133     -2.5737548      219.06906      0.093548428  
     29800   1.5143276      5.0483977      2441.8133     -2.5742761      218.93783      0.093565576  
     29900   1.4775308      5.3271583      2441.8133     -2.5739491      219.20749      0.093522469  
     30000   1.5411732      4.8560384      2441.8133     -2.5746224      219.36006      0.093467735  
     30100   1.4976887      5.1734255      2441.8133     -2.5740804      218.98099      0.093338306  
     30200   1.511908       5.0941039      2441.8133     -2.5744249      218.97052      0.09312172   
     30300   1.5232853      4.948862       2441.8133     -2.5746727      219.12957      0.092891098  
     30400   1.5276657      4.9802897      2441.8133     -2.5739252      219.39723      0.092652031  
     30500   1.52183        4.9713673      2441.8133     -2.5736486      219.68136      0.092434463  
     30600   1.5047351      5.0235516      2441.8133     -2.5753592      220.10016      0.092231081  
     30700   1.5165051      5.0169161      2441.8133     -2.5749625      220.33013      0.092043606  
     30800   1.5192965      5.0173333      2441.8133     -2.5741141      220.70914      0.091887383  
     30900   1.5030113      5.0912485      2441.8133     -2.5742257      221.1619       0.091752491  
     31000   1.5079227      5.0678348      2441.8133     -2.5747126      221.37981      0.091644538  
     31100   1.5278817      4.9483066      2441.8133     -2.5736105      222.08054      0.09157002   
     31200   1.4968833      5.2318118      2441.8133     -2.5746008      222.13019      0.091508643  
     31300   1.5207651      5.0338254      2441.8133     -2.5744271      222.764        0.091462995  
     31400   1.5202803      4.9686095      2441.8133     -2.5734021      223.0343       0.091441542  
     31500   1.4894352      5.207386       2441.8133     -2.5743742      223.60396      0.091447857  
     31600   1.5231538      4.9793522      2441.8133     -2.5760588      223.71019      0.09146669   
     31700   1.5084258      5.0898792      2441.8133     -2.5750407      223.93961      0.091465964  
     31800   1.5082799      5.093854       2441.8133     -2.5736932      224.19246      0.091461608  
     31900   1.5121868      5.0460801      2441.8133     -2.5744589      224.2238       0.091428788  
     32000   1.5173239      4.9980281      2441.8133     -2.5738408      224.50541      0.091385767  
     32100   1.5271382      4.9958221      2441.8133     -2.5745473      224.78908      0.091350678  
     32200   1.5173229      5.069568       2441.8133     -2.5750415      224.86486      0.091299597  
     32300   1.5604093      4.7771965      2441.8133     -2.5751167      225.01808      0.091239116  
     32400   1.5267611      5.0109624      2441.8133     -2.5741554      225.35627      0.091173203  
     32500   1.5004744      5.1081816      2441.8133     -2.5737441      225.2515       0.091097807  
     32600   1.4959077      5.1586784      2441.8133     -2.5731851      225.70774      0.091009074  
     32700   1.5122956      5.0379184      2441.8133     -2.5748541      226.11926      0.090946066  
     32800   1.5183274      4.9734807      2441.8133     -2.5736866      226.35522      0.090884509  
     32900   1.5099495      5.1056987      2441.8133     -2.5727162      226.51656      0.090826313  
     33000   1.5115887      5.0662621      2441.8133     -2.5743725      226.88973      0.090758842  
     33100   1.4998881      5.0835107      2441.8133     -2.5740859      227.61879      0.09073495   
     33200   1.4934001      5.1604717      2441.8133     -2.574754       227.57673      0.090723046  
     33300   1.5013125      5.1098576      2441.8133     -2.5738793      227.95255      0.090693312  
     33400   1.5101652      5.0703958      2441.8133     -2.5746786      228.37905      0.090677092  
     33500   1.4934973      5.1276935      2441.8133     -2.5743174      228.77362      0.090675604  
     33600   1.4959067      5.1786932      2441.8133     -2.5750814      228.92499      0.090675675  
     33700   1.5170592      5.0632421      2441.8133     -2.5739319      229.28875      0.090686363  
     33800   1.5141553      5.0557947      2441.8133     -2.573901       229.22589      0.090667464  
     33900   1.4956499      5.1595856      2441.8133     -2.5741648      229.58666      0.090642473  
     34000   1.5212661      5.0196844      2441.8133     -2.5740792      229.67436      0.090616443  
     34100   1.5298195      4.9615553      2441.8133     -2.5744711      229.84932      0.09057279   
     34200   1.5026629      5.0773708      2441.8133     -2.5746349      229.89418      0.09052186   
     34300   1.4979011      5.1271608      2441.8133     -2.5740355      230.20006      0.090458859  
     34400   1.4926734      5.2162272      2441.8133     -2.5740548      230.10389      0.090385975  
     34500   1.513527       5.0412536      2441.8133     -2.5750341      230.2913       0.090294141  
     34600   1.4936797      5.1564102      2441.8133     -2.5730457      230.6005       0.090202164  
     34700   1.5106263      5.0471198      2441.8133     -2.5744397      230.87275      0.090114767  
     34800   1.5022618      5.1079596      2441.8133     -2.5750248      231.00104      0.090028976  
     34900   1.4940654      5.1858478      2441.8133     -2.5744837      231.17691      0.089935121  
     35000   1.5152935      5.0782316      2441.8133     -2.5743829      231.83609      0.089861141  
     35100   1.5302407      4.9965961      2441.8133     -2.5739538      232.31162      0.089814692  
     35200   1.5205334      5.0349262      2441.8133     -2.5742331      232.35425      0.089768204  
     35300   1.506322       5.1041737      2441.8133     -2.5744632      232.63535      0.089717486  
     35400   1.5021499      5.1154694      2441.8133     -2.5743726      233.13536      0.089674123  
     35500   1.5173785      5.0251569      2441.8133     -2.5749267      233.40461      0.089643926  
     35600   1.5119155      5.0684489      2441.8133     -2.5742998      233.61739      0.089604824  
     35700   1.5190218      4.9838035      2441.8133     -2.5755516      234.18319      0.089582482  
     35800   1.5001317      5.143588       2441.8133     -2.5746658      234.18514      0.089560188  
     35900   1.5129763      5.0334974      2441.8133     -2.5748313      235.00697      0.08955288   
     36000   1.5118958      5.1702497      2441.8133     -2.5738504      235.25142      0.089561316  
     36100   1.5359457      4.8561993      2441.8133     -2.5749495      235.50123      0.089571316  
     36200   1.5257859      5.0069089      2441.8133     -2.5741922      235.88928      0.089584888  
     36300   1.4842477      5.2292238      2441.8133     -2.5742124      236.14825      0.08959856   
     36400   1.5194873      4.9994215      2441.8133     -2.5747215      236.10917      0.089599602  
     36500   1.5184345      5.027902       2441.8133     -2.5738857      235.92838      0.089578134  
     36600   1.5274386      5.0293222      2441.8133     -2.5744991      236.13637      0.089532999  
     36700   1.5259203      4.9843848      2441.8133     -2.5737213      236.11968      0.089476498  
     36800   1.5242359      4.9959969      2441.8133     -2.5742024      236.36405      0.089421996  
     36900   1.5316909      4.9591749      2441.8133     -2.5743981      236.64543      0.089365599  
     37000   1.5046991      5.1073134      2441.8133     -2.5752184      236.34989      0.089291599  
     37100   1.4922821      5.1955754      2441.8133     -2.5742454      236.93677      0.089207094  
     37200   1.5113363      5.0708087      2441.8133     -2.5747357      236.97687      0.089129917  
     37300   1.5252875      4.9775411      2441.8133     -2.575209       237.43334      0.089059223  
     37400   1.5096314      5.0679249      2441.8133     -2.5747546      237.72414      0.088989077  
     37500   1.5123082      5.0392689      2441.8133     -2.5745093      237.99382      0.088937851  
     37600   1.5216002      4.9713369      2441.8133     -2.5741728      237.9372       0.088869118  
     37700   1.4922767      5.1797938      2441.8133     -2.5749879      238.06891      0.088786147  
     37800   1.4899081      5.2047561      2441.8133     -2.5739499      238.24927      0.088696791  
     37900   1.4947116      5.1309544      2441.8133     -2.5742182      238.35518      0.088601059  
     38000   1.524467       4.99406        2441.8133     -2.5739995      238.72997      0.088511411  
     38100   1.5327471      4.9710538      2441.8133     -2.5743682      239.19601      0.088434152  
     38200   1.5308026      4.9313356      2441.8133     -2.5736473      239.34917      0.088367425  
     38300   1.5178205      5.0433155      2441.8133     -2.5743369      239.56324      0.088287694  
     38400   1.4883331      5.1977737      2441.8133     -2.5740001      240.16853      0.088224529  
     38500   1.4768019      5.2378735      2441.8133     -2.5748402      240.51675      0.088178021  
     38600   1.5137606      5.0567463      2441.8133     -2.574564       240.84843      0.088135071  
     38700   1.4715764      5.3229893      2441.8133     -2.5737645      241.16807      0.088099656  
     38800   1.5004369      5.1352108      2441.8133     -2.5733341      241.59684      0.088071255  
     38900   1.4967695      5.1669448      2441.8133     -2.5734923      242.1821       0.088054187  
     39000   1.4944723      5.1362683      2441.8133     -2.5742235      242.43633      0.088049755  
     39100   1.4803704      5.2047463      2441.8133     -2.5741646      242.54418      0.088038257  
     39200   1.5417509      4.8756082      2441.8133     -2.574304       242.57951      0.088020222  
     39300   1.5052135      5.0719222      2441.8133     -2.5736118      242.99447      0.087998747  
     39400   1.5322599      4.9461769      2441.8133     -2.5746477      243.04489      0.087978065  
     39500   1.5085355      5.095624       2441.8133     -2.5735115      243.4682       0.087952083  
     39600   1.5028119      5.1575182      2441.8133     -2.5724509      243.7024       0.087936064  
     39700   1.520775       5.0161375      2441.8133     -2.5747915      243.92084      0.087913971  
     39800   1.5106208      5.0692368      2441.8133     -2.5753173      244.25706      0.087890304  
     39900   1.4884004      5.189687       2441.8133     -2.5734674      244.76597      0.087877013  
     40000   1.5073464      5.0667415      2441.8133     -2.5744894      245.24932      0.087879273  
     40100   1.5091819      5.0943417      2441.8133     -2.5738105      245.01799      0.087873796  
     40200   1.5338493      4.8964254      2441.8133     -2.575066       245.14955      0.087851473  
     40300   1.4803022      5.2553634      2441.8133     -2.5744601      245.37114      0.087823445  
     40400   1.5017612      5.1391161      2441.8133     -2.5744986      245.51409      0.087794362  
     40500   1.5164882      5.023279       2441.8133     -2.5750025      245.83621      0.087762216  
     40600   1.5105484      5.0674666      2441.8133     -2.5743759      245.83425      0.087728785  
     40700   1.5246026      4.9575584      2441.8133     -2.5748227      246.02448      0.087692345  
     40800   1.5405745      4.8565168      2441.8133     -2.5750832      246.19226      0.0876486    
     40900   1.5164182      5.0849681      2441.8133     -2.5749743      246.37376      0.087602467  
     41000   1.5429401      4.9259702      2441.8133     -2.5746799      246.71497      0.087563865  
     41100   1.5311312      4.9744323      2441.8133     -2.5743082      247.05424      0.087520932  
     41200   1.5090184      5.0502181      2441.8133     -2.5746799      247.26365      0.08748026   
     41300   1.4905435      5.2073862      2441.8133     -2.5737968      247.62528      0.087442371  
     41400   1.4840228      5.2662574      2441.8133     -2.5736914      248.06033      0.08741336   
     41500   1.5423396      4.9188209      2441.8133     -2.5739469      248.48184      0.087387622  
     41600   1.5163737      4.9853448      2441.8133     -2.5745722      248.6868       0.087368436  
     41700   1.5190274      4.9721846      2441.8133     -2.5747694      248.92111      0.087344335  
     41800   1.5074533      5.0924972      2441.8133     -2.5740165      249.10575      0.087323008  
     41900   1.5169757      5.0271073      2441.8133     -2.5748669      249.42473      0.087299793  
     42000   1.4892013      5.1742282      2441.8133     -2.5741803      249.54026      0.087277013  
     42100   1.5115148      5.1195979      2441.8133     -2.5740434      249.78747      0.087251378  
     42200   1.5027036      5.1310702      2441.8133     -2.5731447      250.38771      0.087232948  
     42300   1.528226       4.9798717      2441.8133     -2.5737642      250.58288      0.087219174  
     42400   1.50715        5.0776439      2441.8133     -2.5740606      251.02626      0.087210004  
     42500   1.4879899      5.230431       2441.8133     -2.5736404      251.26676      0.087205292  
     42600   1.5210921      5.0537502      2441.8133     -2.5740165      251.53453      0.087201447  
     42700   1.5353879      4.9074424      2441.8133     -2.5736242      251.78443      0.087196242  
     42800   1.5159777      5.0353456      2441.8133     -2.5739129      252.11079      0.08718882   
     42900   1.5302302      4.9403517      2441.8133     -2.5740781      252.38108      0.087183956  
     43000   1.4929653      5.1547848      2441.8133     -2.5749685      252.99461      0.08718562   
     43100   1.5262425      5.0132169      2441.8133     -2.5742994      253.47163      0.087202331  
     43200   1.5225477      4.9804445      2441.8133     -2.5746939      253.83754      0.08722272   
     43300   1.4958363      5.163412       2441.8133     -2.5749181      254.11589      0.087247575  
     43400   1.4888075      5.1817995      2441.8133     -2.5738968      254.47606      0.087268824  
     43500   1.5046814      5.079587       2441.8133     -2.5737987      254.77461      0.087288181  
     43600   1.5163411      5.0305706      2441.8133     -2.5732862      255.08583      0.087313322  
     43700   1.4839074      5.2526202      2441.8133     -2.5739773      255.86782      0.08734723   
     43800   1.5135648      5.0863947      2441.8133     -2.5736793      256.25874      0.087389626  
     43900   1.4882104      5.2350129      2441.8133     -2.5730923      256.2568       0.087432501  
     44000   1.5077043      5.1012543      2441.8133     -2.5750633      256.98777      0.087477947  
     44100   1.5105147      5.0632428      2441.8133     -2.5747321      257.67444      0.08753875   
     44200   1.5043829      5.1001935      2441.8133     -2.5742022      258.13597      0.087611429  
     44300   1.5057502      5.1271272      2441.8133     -2.5735742      258.4197       0.087680375  
     44400   1.4911731      5.1754019      2441.8133     -2.5749891      258.33548      0.087741904  
     44500   1.4932154      5.2000527      2441.8133     -2.5742286      258.34645      0.087791922  
     44600   1.5079585      5.0932032      2441.8133     -2.5740897      258.88133      0.087841923  
     44700   1.5000198      5.1500305      2441.8133     -2.5736342      259.0516       0.087895163  
     44800   1.5175789      5.050937       2441.8133     -2.5743621      259.51517      0.087948747  
     44900   1.5248179      4.9923556      2441.8133     -2.5751041      259.52633      0.088001667  
     45000   1.4948166      5.1385331      2441.8133     -2.5752211      259.35621      0.088041575  
     45100   1.5099748      5.0812293      2441.8133     -2.5744826      259.42568      0.088066858  
     45200   1.4986803      5.1759863      2441.8133     -2.5743213      259.77152      0.088093866  
     45300   1.527241       4.968148       2441.8133     -2.5748471      260.63764      0.088130346  
     45400   1.5205067      4.9867333      2441.8133     -2.5731849      260.71491      0.088170446  
     45500   1.4943236      5.2582896      2441.8133     -2.5740632      261.65311      0.088219269  
     45600   1.5057608      5.1102262      2441.8133     -2.5739613      261.88818      0.088274222  
     45700   1.501667       5.0935536      2441.8133     -2.5744447      262.30192      0.088330213  
     45800   1.5306361      4.9440995      2441.8133     -2.5748502      262.55586      0.088388118  
     45900   1.5064521      5.0846389      2441.8133     -2.5748844      262.98357      0.088444047  
     46000   1.5083672      5.0099168      2441.8133     -2.5745608      263.59273      0.088509493  
     46100   1.5257982      4.9607345      2441.8133     -2.574714       264.15991      0.088582283  
     46200   1.5044264      5.1250869      2441.8133     -2.5742591      264.28207      0.088653659  
     46300   1.4867469      5.1762871      2441.8133     -2.5741211      264.44034      0.088721231  
     46400   1.5209412      4.9980323      2441.8133     -2.5739127      264.79831      0.088785153  
     46500   1.5183977      5.0767745      2441.8133     -2.5742898      265.1723       0.088852922  
     46600   1.5051467      5.1333695      2441.8133     -2.5737869      264.99889      0.088914386  
     46700   1.51167        5.0452867      2441.8133     -2.5736936      265.12104      0.088965038  
     46800   1.4963589      5.1675733      2441.8133     -2.5734222      265.53403      0.089015541  
     46900   1.5169762      5.0603521      2441.8133     -2.5736099      265.7603       0.089065238  
     47000   1.4988841      5.1090687      2441.8133     -2.5748861      266.05405      0.08911731   
     47100   1.5326998      4.9365362      2441.8133     -2.5745141      266.27458      0.089165049  
     47200   1.5228482      4.9926762      2441.8133     -2.5745918      266.33209      0.08920974   
     47300   1.4992014      5.1754032      2441.8133     -2.5736218      266.47855      0.089246357  
     47400   1.4909972      5.1694119      2441.8133     -2.5732748      266.61412      0.089282941  
     47500   1.5272077      4.9562695      2441.8133     -2.5756617      266.87078      0.089312984  
     47600   1.5030346      5.1095072      2441.8133     -2.574955       267.27969      0.089345854  
     47700   1.5082763      5.1399851      2441.8133     -2.5742653      267.28121      0.089375796  
     47800   1.4769064      5.3332811      2441.8133     -2.5733634      267.7854       0.089405053  
     47900   1.4830518      5.2815505      2441.8133     -2.5739033      267.72762      0.089432588  
     48000   1.4995707      5.1319924      2441.8133     -2.5732657      267.69679      0.089449392  
     48100   1.5235126      5.0610212      2441.8133     -2.5737491      267.71825      0.08946132   
     48200   1.5098298      5.0426551      2441.8133     -2.5744075      268.26664      0.089474715  
     48300   1.5151862      5.1020484      2441.8133     -2.5734848      268.74603      0.089491368  
     48400   1.4919609      5.1748481      2441.8133     -2.5742915      268.78757      0.08950863   
     48500   1.5212285      5.0236287      2441.8133     -2.5746948      268.9895       0.089521885  
     48600   1.4854356      5.2257442      2441.8133     -2.5738549      269.06052      0.08953003   
     48700   1.51734        5.0454236      2441.8133     -2.5739116      269.42951      0.089537661  
     48800   1.5208779      4.9890876      2441.8133     -2.5744305      269.54144      0.089545014  
     48900   1.5371729      4.9021704      2441.8133     -2.5738157      269.34152      0.089546081  
     49000   1.542991       4.8527508      2441.8133     -2.5735752      269.45052      0.089536517  
     49100   1.5152409      5.0605289      2441.8133     -2.5740587      269.95813      0.089527619  
     49200   1.5188888      5.0237532      2441.8133     -2.5747407      270.33335      0.089525505  
     49300   1.5359388      4.8956276      2441.8133     -2.574917       270.30856      0.089520403  
     49400   1.5193387      4.9650964      2441.8133     -2.5737381      270.56676      0.089512613  
     49500   1.502434       5.122359       2441.8133     -2.5743198      270.84564      0.089504764  
     49600   1.5335385      4.9463631      2441.8133     -2.5741186      270.86901      0.089492533  
     49700   1.4937048      5.1505937      2441.8133     -2.5734232      270.79478      0.089475906  
     49800   1.5055586      5.1424037      2441.8133     -2.5747549      270.8582       0.089454206  
     49900   1.5070061      5.025735       2441.8133     -2.5749711      271.17413      0.089430489  
     50000   1.485453       5.237626       2441.8133     -2.5737602      271.25877      0.089404416  
     50100   1.5260113      4.9948226      2441.8133     -2.573555       271.23145      0.089373966  
     50200   1.5126301      5.0492573      2441.8133     -2.5740758      271.37906      0.089340259  
     50300   1.5248086      5.0346633      2441.8133     -2.574586       271.61735      0.089306067  
     50400   1.5311574      4.9642525      2441.8133     -2.5732388      271.72585      0.089267994  
     50500   1.5571983      4.8129654      2441.8133     -2.5748449      271.8675       0.089230759  
     50600   1.5055282      5.1195887      2441.8133     -2.5739302      272.43088      0.089195676  
     50700   1.5207694      5.0419173      2441.8133     -2.5739113      272.70992      0.089163091  
     50800   1.4920517      5.1510389      2441.8133     -2.5739941      273.11747      0.089133625  
     50900   1.5159265      5.0798878      2441.8133     -2.5748079      273.57582      0.089107677  
     51000   1.5158795      5.0372237      2441.8133     -2.5750053      274.1283       0.089090029  
     51100   1.5056602      5.0919068      2441.8133     -2.5751641      274.21095      0.089070628  
     51200   1.4920681      5.1981544      2441.8133     -2.5746212      274.48056      0.089048015  
     51300   1.5023266      5.1389822      2441.8133     -2.5739367      275.1633       0.089034424  
     51400   1.5096626      5.1131374      2441.8133     -2.5740872      275.76106      0.089026676  
     51500   1.4893808      5.1742138      2441.8133     -2.5742572      276.43402      0.089029258  
     51600   1.4938983      5.1992797      2441.8133     -2.5732953      277.05097      0.089035228  
     51700   1.5097692      5.1327562      2441.8133     -2.5740385      277.27484      0.089043748  
     51800   1.5094608      5.126414       2441.8133     -2.573696       277.43932      0.089051421  
     51900   1.4964567      5.1885926      2441.8133     -2.5735917      277.71049      0.089058615  
     52000   1.5440436      4.907224       2441.8133     -2.5739368      277.96585      0.089066141  
     52100   1.5074597      5.133936       2441.8133     -2.573196       278.2891       0.089073546  
     52200   1.5003682      5.1512743      2441.8133     -2.5746205      278.52676      0.08908181   
     52300   1.5079294      5.0938611      2441.8133     -2.5747714      278.78643      0.089091773  
     52400   1.5058344      5.181163       2441.8133     -2.5746087      279.15459      0.089100488  
     52500   1.4781023      5.2772573      2441.8133     -2.5736377      279.40565      0.089111135  
     52600   1.5255897      5.0225166      2441.8133     -2.57361        279.56287      0.089118218  
     52700   1.4925109      5.1761351      2441.8133     -2.5740148      279.54068      0.089120187  
     52800   1.5063208      5.1264         2441.8133     -2.5740638      279.86701      0.089122055  
     52900   1.5101803      5.074413       2441.8133     -2.5744554      280.08311      0.089123193  
     53000   1.489826       5.2230246      2441.8133     -2.574415       280.45234      0.089125577  
     53100   1.5270487      4.9750839      2441.8133     -2.5737957      280.59884      0.089126233  
     53200   1.5118923      5.075413       2441.8133     -2.5747868      280.81492      0.089126727  
     53300   1.5184697      4.970525       2441.8133     -2.5747168      281.05648      0.089127731  
     53400   1.5564874      4.7631072      2441.8133     -2.5737988      281.70157      0.089129783  
     53500   1.5177225      5.0032869      2441.8133     -2.5745026      282.11886      0.089134813  
     53600   1.5465234      4.8751148      2441.8133     -2.5748805      282.64787      0.08914636   
     53700   1.5078833      5.0983996      2441.8133     -2.5749619      282.79661      0.089157813  
     53800   1.4998272      5.202128       2441.8133     -2.574267       282.63249      0.089165831  
     53900   1.5200492      5.0555969      2441.8133     -2.5741366      282.70253      0.089166493  
     54000   1.4925569      5.1783996      2441.8133     -2.5743559      283.11689      0.089167003  
     54100   1.519117       5.0279527      2441.8133     -2.5729347      283.26167      0.089168328  
     54200   1.5047317      5.129327       2441.8133     -2.57383        283.55787      0.089166585  
     54300   1.4973664      5.1765905      2441.8133     -2.5744563      284.14361      0.089169213  
     54400   1.5218147      5.0358878      2441.8133     -2.5737409      284.35911      0.089173361  
     54500   1.4771955      5.3173511      2441.8133     -2.5728386      284.34865      0.089175334  
     54600   1.531513       4.9707042      2441.8133     -2.5751844      284.80303      0.089174242  
     54700   1.4969887      5.1752531      2441.8133     -2.5752581      285.45848      0.089180761  
     54800   1.5171519      5.0215419      2441.8133     -2.5738802      285.703        0.08918972   
     54900   1.4828819      5.2839943      2441.8133     -2.5745009      285.91576      0.089199282  
     55000   1.5427188      4.9180156      2441.8133     -2.5743538      285.78933      0.089203801  
     55100   1.5230652      5.0106895      2441.8133     -2.5754817      285.64385      0.089201608  
     55200   1.5149783      5.0859642      2441.8133     -2.5736402      285.96761      0.089196468  
     55300   1.533859       4.9507264      2441.8133     -2.5743814      286.37094      0.089192514  
     55400   1.5324255      4.9228159      2441.8133     -2.5738349      286.6517       0.089191445  
     55500   1.5196465      5.0393261      2441.8133     -2.5749824      286.97655      0.0891902    
     55600   1.5174107      5.0225628      2441.8133     -2.5746142      287.27326      0.089189553  
     55700   1.5091945      5.1398049      2441.8133     -2.5742771      287.74611      0.08918967   
     55800   1.506425       5.0927544      2441.8133     -2.5741492      288.0915       0.089194274  
     55900   1.4995138      5.1127931      2441.8133     -2.5735252      288.57878      0.089198984  
     56000   1.501774       5.1039035      2441.8133     -2.5738137      289.02854      0.08920704   
     56100   1.4968791      5.1446358      2441.8133     -2.5746858      289.51223      0.089216976  
     56200   1.5232961      5.0243299      2441.8133     -2.574114       289.4786       0.089227221  
     56300   1.5351118      4.9463475      2441.8133     -2.5749642      289.5398       0.089234275  
     56400   1.490877       5.2105771      2441.8133     -2.5737565      289.81745      0.089238415  
     56500   1.5307107      4.9953565      2441.8133     -2.5739527      289.98031      0.089240617  
     56600   1.4987577      5.1262048      2441.8133     -2.5744872      290.30787      0.089242799  
     56700   1.4774362      5.2637685      2441.8133     -2.5737516      290.56725      0.089246584  
     56800   1.5083959      5.1178454      2441.8133     -2.5741356      290.65517      0.089250311  
     56900   1.5260765      5.0302551      2441.8133     -2.5726781      291.13123      0.089253859  
     57000   1.4917216      5.2195264      2441.8133     -2.5740701      291.55793      0.08925936   
     57100   1.5161544      5.0060342      2441.8133     -2.5747094      291.74892      0.089263145  
     57200   1.5066039      5.0931044      2441.8133     -2.574665       292.00279      0.089269076  
     57300   1.4884974      5.2217083      2441.8133     -2.5731737      292.07183      0.089273915  
     57400   1.4986475      5.130423       2441.8133     -2.5742803      292.01118      0.089274202  
